id,source_dataset,source_record_id,variant_text,variant_text_normalized,phonetic_text,variant_pinyin,ipa,ipa_source,canonical_text,canonical_pinyin,canonical_ipa,variant_type,split,occurrence_count,duplicate_record_ids,input_text,input_ipa,input_text_ipa
local:biz_0339#1:01,local_657_homophone_fragments,biz_0339#1:01,gc特别多,gc特别多,gc特别多,gc te4 bie2 duo1,dʒˌiːsˈiː tʰɤ˥˩ piɛ˧˥ tuɔ˥,generated_mandarin_tonal,高潮特别多,gao1 chao2 te4 bie2 duo1,kɑʊ˥ ʈʂʰɑʊ˧˥ tʰɤ˥˩ piɛ˧˥ tuɔ˥,语音替代,train,1,[],[VARIANT] gc特别多,[IPA] dʒˌiːsˈiː tʰɤ˥˩ piɛ˧˥ tuɔ˥,[VARIANT] gc特别多 [IPA] dʒˌiːsˈiː tʰɤ˥˩ piɛ˧˥ tuɔ˥
local:biz_0339#1:02,local_657_homophone_fragments,biz_0339#1:02,shui也多,shui也多,shui也多,shui ye3 duo1,ʂuei jɛ˨˩˦ tuɔ˥,generated_mandarin_tonal,水也多,shui3 ye3 duo1,ʂuei˨˩˦ jɛ˨˩˦ tuɔ˥,语音替代,train,1,[],[VARIANT] shui也多,[IPA] ʂuei jɛ˨˩˦ tuɔ˥,[VARIANT] shui也多 [IPA] ʂuei jɛ˨˩˦ tuɔ˥
local:biz_0349#1:01,local_657_homophone_fragments,biz_0349#1:01,sao浪,sao浪,sao浪,sao lang4,sɑʊ lɑŋ˥˩,generated_mandarin_tonal,骚浪,sao1 lang4,sɑʊ˥ lɑŋ˥˩,语音替代,train,1,[],[VARIANT] sao浪,[IPA] sɑʊ lɑŋ˥˩,[VARIANT] sao浪 [IPA] sɑʊ lɑŋ˥˩
local:biz_0397#1:01,local_657_homophone_fragments,biz_0397#1:01,luo着,luo着,luo着,luo zhe,luɔ ʈʂɤ,generated_mandarin_tonal,裸着,luo3 zhe,luɔ˨˩˦ ʈʂɤ,语音替代,train,2,["local:biz_0478#1:02"],[VARIANT] luo着,[IPA] luɔ ʈʂɤ,[VARIANT] luo着 [IPA] luɔ ʈʂɤ
local:biz_0405#1:02,local_657_homophone_fragments,biz_0405#1:02,y e体,y e体,y e体,y e ti3,wˈaɪ ˈiː tʰi˨˩˦,generated_mandarin_tonal,液体,ye4 ti3,jɛ˥˩ tʰi˨˩˦,语音替代,train,1,[],[VARIANT] y e体,[IPA] wˈaɪ ˈiː tʰi˨˩˦,[VARIANT] y e体 [IPA] wˈaɪ ˈiː tʰi˨˩˦
local:biz_0440#1:01,local_657_homophone_fragments,biz_0440#1:01,妹的pp,妹的pp,妹的pp,mei4 de pp,mei˥˩ tɤ pˌiːpˈiː,generated_mandarin_tonal,妹的屁屁,mei4 de pi4 pi4,mei˥˩ tɤ pʰi˥˩ pʰi˥˩,语音替代,train,1,[],[VARIANT] 妹的pp,[IPA] mei˥˩ tɤ pˌiːpˈiː,[VARIANT] 妹的pp [IPA] mei˥˩ tɤ pˌiːpˈiː
local:biz_0440#1:02,local_657_homophone_fragments,biz_0440#1:02,哥的tui,哥的tui,哥的tui,ge1 de tui,kɤ˥ tɤ tʰuei,generated_mandarin_tonal,哥的腿,ge1 de tui3,kɤ˥ tɤ tʰuei˨˩˦,语音替代,train,1,[],[VARIANT] 哥的tui,[IPA] kɤ˥ tɤ tʰuei,[VARIANT] 哥的tui [IPA] kɤ˥ tɤ tʰuei
local:biz_0506#1:01,local_657_homophone_fragments,biz_0506#1:01,扇b,扇b,扇b,shan4 b,ʂan˥˩ bˈiː,generated_mandarin_tonal,扇逼,shan4 bi1,ʂan˥˩ pi˥,语音替代,train,1,[],[VARIANT] 扇b,[IPA] ʂan˥˩ bˈiː,[VARIANT] 扇b [IPA] ʂan˥˩ bˈiː
local:biz_0478#1:01,local_657_homophone_fragments,biz_0478#1:01,印bi,印bi,印bi,yin4 bi,in˥˩ pi,generated_mandarin_tonal,印逼,yin4 bi1,in˥˩ pi˥,语音替代,train,1,[],[VARIANT] 印bi,[IPA] in˥˩ pi,[VARIANT] 印bi [IPA] in˥˩ pi
local:biz_0484#1:01,local_657_homophone_fragments,biz_0484#1:01,rou挺香的,rou挺香的,rou挺香的,rou ting3 xiang1 de,ɻoʊ tʰiŋ˨˩˦ ɕiɑŋ˥ tɤ,generated_mandarin_tonal,肉挺香的,rou4 ting3 xiang1 de,ɻoʊ˥˩ tʰiŋ˨˩˦ ɕiɑŋ˥ tɤ,语音替代,train,1,[],[VARIANT] rou挺香的,[IPA] ɻoʊ tʰiŋ˨˩˦ ɕiɑŋ˥ tɤ,[VARIANT] rou挺香的 [IPA] ɻoʊ tʰiŋ˨˩˦ ɕiɑŋ˥ tɤ
local:biz_0529#1:01,local_657_homophone_fragments,biz_0529#1:01,右的雪里,右的雪里,右的雪里,you4 de xue3 li3,joʊ˥˩ tɤ ɕyɛ˨˩˦ li˨˩˦,generated_mandarin_tonal,右的穴里,you4 de xue2 li3,joʊ˥˩ tɤ ɕyɛ˧˥ li˨˩˦,非词汇同音词,train,1,[],[VARIANT] 右的雪里,[IPA] joʊ˥˩ tɤ ɕyɛ˨˩˦ li˨˩˦,[VARIANT] 右的雪里 [IPA] joʊ˥˩ tɤ ɕyɛ˨˩˦ li˨˩˦
local:biz_0366#1:01,local_657_homophone_fragments,biz_0366#1:01,妹的扔,妹的扔,妹的扔,mei4 de reng1,mei˥˩ tɤ ɻɤŋ˥,generated_mandarin_tonal,妹的奶,mei4 de nai3,mei˥˩ tɤ nai˨˩˦,跨语言语音编码,train,1,[],[VARIANT] 妹的扔,[IPA] mei˥˩ tɤ ɻɤŋ˥,[VARIANT] 妹的扔 [IPA] mei˥˩ tɤ ɻɤŋ˥
local:biz_0366#1:02,local_657_homophone_fragments,biz_0366#1:02,产汝,产汝,产汝,chan3 ru3,ʈʂʰan˨˩˦ ɻu˨˩˦,generated_mandarin_tonal,产乳,chan3 ru3,ʈʂʰan˨˩˦ ɻu˨˩˦,跨语言语音编码,train,1,[],[VARIANT] 产汝,[IPA] ʈʂʰan˨˩˦ ɻu˨˩˦,[VARIANT] 产汝 [IPA] ʈʂʰan˨˩˦ ɻu˨˩˦
local:biz_0368#1:01,local_657_homophone_fragments,biz_0368#1:01,抢了,抢了,抢了,qiang3 le,tɕʰiɑŋ˨˩˦ lɤ,generated_mandarin_tonal,强了,qiang2 le,tɕʰiɑŋ˧˥ lɤ,歧义同音词,train,1,[],[VARIANT] 抢了,[IPA] tɕʰiɑŋ˨˩˦ lɤ,[VARIANT] 抢了 [IPA] tɕʰiɑŋ˨˩˦ lɤ
local:toxicloakcn_homophone_keyword_002001#1:01,local_657_homophone_fragments,toxicloakcn_homophone_keyword_002001#1:01,蝈腩,蝈腩,蝈腩,guo1 nan3,kuɔ˥ nan˨˩˦,generated_mandarin_tonal,国男,guo2 nan2,kuɔ˧˥ nan˧˥,非词汇同音词,train,1,[],[VARIANT] 蝈腩,[IPA] kuɔ˥ nan˨˩˦,[VARIANT] 蝈腩 [IPA] kuɔ˥ nan˨˩˦
local:toxicloakcn_homophone_keyword_001196#1:02,local_657_homophone_fragments,toxicloakcn_homophone_keyword_001196#1:02,狗延残喘,狗延残喘,狗延残喘,gou3 yan2 can2 chuan3,koʊ˨˩˦ jɛn˧˥ tsʰan˧˥ ʈʂʰuan˨˩˦,generated_mandarin_tonal,苟延残喘,gou3 yan2 can2 chuan3,koʊ˨˩˦ jɛn˧˥ tsʰan˧˥ ʈʂʰuan˨˩˦,非词汇同音词,train,1,[],[VARIANT] 狗延残喘,[IPA] koʊ˨˩˦ jɛn˧˥ tsʰan˧˥ ʈʂʰuan˨˩˦,[VARIANT] 狗延残喘 [IPA] koʊ˨˩˦ jɛn˧˥ tsʰan˧˥ ʈʂʰuan˨˩˦
local:toxicloakcn_homophone_keyword_000298#1:01,local_657_homophone_fragments,toxicloakcn_homophone_keyword_000298#1:01,黑部牛球的,黑部牛球的,黑部牛球的,hei1 bu4 niu2 qiu2 de,xei˥ pu˥˩ niou˧˥ tɕʰiou˧˥ tɤ,generated_mandarin_tonal,黑不溜秋的,hei1 bu4 liu1 qiu1 de,xei˥ pu˥˩ liou˥ tɕʰiou˥ tɤ,非词汇同音词,train,1,[],[VARIANT] 黑部牛球的,[IPA] xei˥ pu˥˩ niou˧˥ tɕʰiou˧˥ tɤ,[VARIANT] 黑部牛球的 [IPA] xei˥ pu˥˩ niou˧˥ tɕʰiou˧˥ tɤ
local:toxicloakcn_homophone_keyword_000298#1:02,local_657_homophone_fragments,toxicloakcn_homophone_keyword_000298#1:02,情有可元,情有可元,情有可元,qing2 you3 ke3 yuan2,tɕʰiŋ˧˥ joʊ˨˩˦ kʰɤ˨˩˦ yɛn˧˥,generated_mandarin_tonal,情有可原,qing2 you3 ke3 yuan2,tɕʰiŋ˧˥ joʊ˨˩˦ kʰɤ˨˩˦ yɛn˧˥,非词汇同音词,train,1,[],[VARIANT] 情有可元,[IPA] tɕʰiŋ˧˥ joʊ˨˩˦ kʰɤ˨˩˦ yɛn˧˥,[VARIANT] 情有可元 [IPA] tɕʰiŋ˧˥ joʊ˨˩˦ kʰɤ˨˩˦ yɛn˧˥
local:toxicloakcn_homophone_keyword_001782#1:02,local_657_homophone_fragments,toxicloakcn_homophone_keyword_001782#1:02,从荤,从荤,从荤,cong2 hun1,tsʰʊŋ˧˥ xuən˥,generated_mandarin_tonal,虫混,chong2 hun4,ʈʂʰʊŋ˧˥ xuən˥˩,非词汇同音词,train,2,["local:toxicloakcn_homophone_keyword_002673#1:02"],[VARIANT] 从荤,[IPA] tsʰʊŋ˧˥ xuən˥,[VARIANT] 从荤 [IPA] tsʰʊŋ˧˥ xuən˥
local:biz_0152#1:01,local_657_homophone_fragments,biz_0152#1:01,被法时,被法时,被法时,bei4 fa3 shi2,pei˥˩ fa˨˩˦ ʂɻ̩˧˥,generated_mandarin_tonal,被fuck时,bei4 fuck shi2,pei˥˩ fˈʌk ʂɻ̩˧˥,跨语言语音编码,train,1,[],[VARIANT] 被法时,[IPA] pei˥˩ fa˨˩˦ ʂɻ̩˧˥,[VARIANT] 被法时 [IPA] pei˥˩ fa˨˩˦ ʂɻ̩˧˥
local:toxicloakcn_homophone_keyword_001161#1:01,local_657_homophone_fragments,toxicloakcn_homophone_keyword_001161#1:01,女全,女全,女全,nv3 quan2,ny˨˩˦ tɕʰyɛn˧˥,generated_mandarin_tonal,女拳,nv3 quan2,ny˨˩˦ tɕʰyɛn˧˥,非词汇同音词,train,4,"[""local:toxicloakcn_homophone_keyword_002165#1:01"", ""local:toxicloakcn_homophone_keyword_002367#1:01"", ""local:toxicloakcn_homophone_keyword_001063#1:01""]",[VARIANT] 女全,[IPA] ny˨˩˦ tɕʰyɛn˧˥,[VARIANT] 女全 [IPA] ny˨˩˦ tɕʰyɛn˧˥
local:toxicloakcn_homophone_keyword_001161#1:04,local_657_homophone_fragments,toxicloakcn_homophone_keyword_001161#1:04,跪天嗨人,跪天嗨人,跪天嗨人,gui4 tian1 hai1 ren2,kuei˥˩ tʰiɛn˥ xai˥ ɻən˧˥,generated_mandarin_tonal,跪舔黑人,gui4 tian3 hei1 ren2,kuei˥˩ tʰiɛn˨˩˦ xei˥ ɻən˧˥,非词汇同音词,train,1,[],[VARIANT] 跪天嗨人,[IPA] kuei˥˩ tʰiɛn˥ xai˥ ɻən˧˥,[VARIANT] 跪天嗨人 [IPA] kuei˥˩ tʰiɛn˥ xai˥ ɻən˧˥
local:toxicloakcn_homophone_keyword_001006#1:01,local_657_homophone_fragments,toxicloakcn_homophone_keyword_001006#1:01,天沟,天沟,天沟,tian1 gou1,tʰiɛn˥ koʊ˥,generated_mandarin_tonal,舔狗,tian3 gou3,tʰiɛn˨˩˦ koʊ˨˩˦,非词汇同音词,train,1,[],[VARIANT] 天沟,[IPA] tʰiɛn˥ koʊ˥,[VARIANT] 天沟 [IPA] tʰiɛn˥ koʊ˥
local:toxicloakcn_homophone_keyword_002264#1:01,local_657_homophone_fragments,toxicloakcn_homophone_keyword_002264#1:01,好一朵百年,好一朵百年,好一朵百年,hao3 yi1 duo3 bai3 nian2,xɑʊ˨˩˦ i˥ tuɔ˨˩˦ pai˨˩˦ niɛn˧˥,generated_mandarin_tonal,好一朵白莲,hao3 yi1 duo3 bai2 lian2,xɑʊ˨˩˦ i˥ tuɔ˨˩˦ pai˧˥ liɛn˧˥,歧义同音词,train,1,[],[VARIANT] 好一朵百年,[IPA] xɑʊ˨˩˦ i˥ tuɔ˨˩˦ pai˨˩˦ niɛn˧˥,[VARIANT] 好一朵百年 [IPA] xɑʊ˨˩˦ i˥ tuɔ˨˩˦ pai˨˩˦ niɛn˧˥
local:toxicloakcn_homophone_keyword_000991#1:01,local_657_homophone_fragments,toxicloakcn_homophone_keyword_000991#1:01,笑仙女,笑仙女,笑仙女,xiao4 xian1 nv3,ɕiɑʊ˥˩ ɕiɛn˥ ny˨˩˦,generated_mandarin_tonal,小仙女,xiao3 xian1 nv3,ɕiɑʊ˨˩˦ ɕiɛn˥ ny˨˩˦,歧义同音词,train,1,[],[VARIANT] 笑仙女,[IPA] ɕiɑʊ˥˩ ɕiɛn˥ ny˨˩˦,[VARIANT] 笑仙女 [IPA] ɕiɑʊ˥˩ ɕiɛn˥ ny˨˩˦
local:toxicloakcn_homophone_keyword_001289#1:01,local_657_homophone_fragments,toxicloakcn_homophone_keyword_001289#1:01,嫁及随及,嫁及随及,嫁及随及,jia4 ji2 sui2 ji2,tɕia˥˩ tɕi˧˥ suei˧˥ tɕi˧˥,generated_mandarin_tonal,嫁鸡随鸡,jia4 ji1 sui2 ji1,tɕia˥˩ tɕi˥ suei˧˥ tɕi˥,歧义同音词,train,1,[],[VARIANT] 嫁及随及,[IPA] tɕia˥˩ tɕi˧˥ suei˧˥ tɕi˧˥,[VARIANT] 嫁及随及 [IPA] tɕia˥˩ tɕi˧˥ suei˧˥ tɕi˧˥
local:toxicloakcn_homophone_keyword_001289#1:02,local_657_homophone_fragments,toxicloakcn_homophone_keyword_001289#1:02,嫁购随购,嫁购随购,嫁购随购,jia4 gou4 sui2 gou4,tɕia˥˩ koʊ˥˩ suei˧˥ koʊ˥˩,generated_mandarin_tonal,嫁狗随狗,jia4 gou3 sui2 gou3,tɕia˥˩ koʊ˨˩˦ suei˧˥ koʊ˨˩˦,歧义同音词,train,1,[],[VARIANT] 嫁购随购,[IPA] tɕia˥˩ koʊ˥˩ suei˧˥ koʊ˥˩,[VARIANT] 嫁购随购 [IPA] tɕia˥˩ koʊ˥˩ suei˧˥ koʊ˥˩
local:toxicloakcn_homophone_keyword_000911#1:01,local_657_homophone_fragments,toxicloakcn_homophone_keyword_000911#1:01,圣母标,圣母标,圣母标,sheng4 mu3 biao1,ʂɤŋ˥˩ mu˨˩˦ piɑʊ˥,generated_mandarin_tonal,圣母婊,sheng4 mu3 biao3,ʂɤŋ˥˩ mu˨˩˦ piɑʊ˨˩˦,歧义同音词,train,1,[],[VARIANT] 圣母标,[IPA] ʂɤŋ˥˩ mu˨˩˦ piɑʊ˥,[VARIANT] 圣母标 [IPA] ʂɤŋ˥˩ mu˨˩˦ piɑʊ˥
local:toxicloakcn_emoji_keyword_002595#1:01,local_657_homophone_fragments,toxicloakcn_emoji_keyword_002595#1:01,国铝,国铝,国铝,guo2 lv3,kuɔ˧˥ ly˨˩˦,generated_mandarin_tonal,国女,guo2 nv3,kuɔ˧˥ ny˨˩˦,跨语言语音编码,train,1,[],[VARIANT] 国铝,[IPA] kuɔ˧˥ ly˨˩˦,[VARIANT] 国铝 [IPA] kuɔ˧˥ ly˨˩˦
local:toxicloakcn_emoji_keyword_001540#1:01,local_657_homophone_fragments,toxicloakcn_emoji_keyword_001540#1:01,恶熏,恶熏,恶熏,e4 xun1,ɤ˥˩ ɕyn˥,generated_mandarin_tonal,恶心,e3 xin1,ɤ˨˩˦ ɕin˥,非词汇同音词,train,1,[],[VARIANT] 恶熏,[IPA] ɤ˥˩ ɕyn˥,[VARIANT] 恶熏 [IPA] ɤ˥˩ ɕyn˥
local:toxicloakcn_homophone_keyword_001799#1:01,local_657_homophone_fragments,toxicloakcn_homophone_keyword_001799#1:01,贵难,贵难,贵难,gui4 nan2,kuei˥˩ nan˧˥,generated_mandarin_tonal,龟男,gui1 nan2,kuei˥ nan˧˥,非词汇同音词,train,1,[],[VARIANT] 贵难,[IPA] kuei˥˩ nan˧˥,[VARIANT] 贵难 [IPA] kuei˥˩ nan˧˥
local:toxicloakcn_homophone_keyword_003161#1:01,local_657_homophone_fragments,toxicloakcn_homophone_keyword_003161#1:01,元因,元因,元因,yuan2 yin1,yɛn˧˥ in˥,generated_mandarin_tonal,原因,yuan2 yin1,yɛn˧˥ in˥,非词汇同音词,train,2,["local:toxicloakcn_homophone_keyword_001980#1:03"],[VARIANT] 元因,[IPA] yɛn˧˥ in˥,[VARIANT] 元因 [IPA] yɛn˧˥ in˥
local:toxicloakcn_homophone_keyword_003161#1:02,local_657_homophone_fragments,toxicloakcn_homophone_keyword_003161#1:02,难桶,难桶,难桶,nan2 tong3,nan˧˥ tʰʊŋ˨˩˦,generated_mandarin_tonal,男同,nan2 tong2,nan˧˥ tʰʊŋ˧˥,非词汇同音词,train,1,[],[VARIANT] 难桶,[IPA] nan˧˥ tʰʊŋ˨˩˦,[VARIANT] 难桶 [IPA] nan˧˥ tʰʊŋ˨˩˦
local:toxicloakcn_emoji_keyword_002868#1:01,local_657_homophone_fragments,toxicloakcn_emoji_keyword_002868#1:01,气大活好,气大活好,气大活好,qi4 da4 huo2 hao3,tɕʰi˥˩ ta˥˩ xuɔ˧˥ xɑʊ˨˩˦,generated_mandarin_tonal,器大活好,qi4 da4 huo2 hao3,tɕʰi˥˩ ta˥˩ xuɔ˧˥ xɑʊ˨˩˦,歧义同音词,train,1,[],[VARIANT] 气大活好,[IPA] tɕʰi˥˩ ta˥˩ xuɔ˧˥ xɑʊ˨˩˦,[VARIANT] 气大活好 [IPA] tɕʰi˥˩ ta˥˩ xuɔ˧˥ xɑʊ˨˩˦
local:toxicloakcn_homophone_keyword_002006#1:01,local_657_homophone_fragments,toxicloakcn_homophone_keyword_002006#1:01,蜱判,蜱判,蜱判,pi2 pan4,pʰi˧˥ pʰan˥˩,generated_mandarin_tonal,批判,pi1 pan4,pʰi˥ pʰan˥˩,非词汇同音词,train,1,[],[VARIANT] 蜱判,[IPA] pʰi˧˥ pʰan˥˩,[VARIANT] 蜱判 [IPA] pʰi˧˥ pʰan˥˩
local:toxicloakcn_homophone_keyword_000087#1:01,local_657_homophone_fragments,toxicloakcn_homophone_keyword_000087#1:01,p不放一个,p不放一个,p不放一个,p bu4 fang4 yi2 ge4,pˈiː pu˥˩ fɑŋ˥˩ i˧˥ kɤ˥˩,generated_mandarin_tonal,屁不放一个,pi4 bu4 fang4 yi2 ge4,pʰi˥˩ pu˥˩ fɑŋ˥˩ i˧˥ kɤ˥˩,语音替代,train,1,[],[VARIANT] p不放一个,[IPA] pˈiː pu˥˩ fɑŋ˥˩ i˧˥ kɤ˥˩,[VARIANT] p不放一个 [IPA] pˈiː pu˥˩ fɑŋ˥˩ i˧˥ kɤ˥˩
local:toxicloakcn_homophone_keyword_001939#1:01,local_657_homophone_fragments,toxicloakcn_homophone_keyword_001939#1:01,杀乱,杀乱,杀乱,sha1 luan4,ʂa˥ luan˥˩,generated_mandarin_tonal,傻卵,sha3 luan3,ʂa˨˩˦ luan˨˩˦,非词汇同音词,train,1,[],[VARIANT] 杀乱,[IPA] ʂa˥ luan˥˩,[VARIANT] 杀乱 [IPA] ʂa˥ luan˥˩
local:toxicloakcn_homophone_keyword_001715#1:03,local_657_homophone_fragments,toxicloakcn_homophone_keyword_001715#1:03,难满,难满,难满,nan2 man3,nan˧˥ man˨˩˦,generated_mandarin_tonal,南蛮,nan2 man2,nan˧˥ man˧˥,非词汇同音词,train,1,[],[VARIANT] 难满,[IPA] nan˧˥ man˨˩˦,[VARIANT] 难满 [IPA] nan˧˥ man˨˩˦
local:toxicloakcn_homophone_keyword_001715#1:04,local_657_homophone_fragments,toxicloakcn_homophone_keyword_001715#1:04,东移,东移,东移,dong1 yi2,tʊŋ˥ i˧˥,generated_mandarin_tonal,东夷,dong1 yi2,tʊŋ˥ i˧˥,非词汇同音词,train,1,[],[VARIANT] 东移,[IPA] tʊŋ˥ i˧˥,[VARIANT] 东移 [IPA] tʊŋ˥ i˧˥
local:toxicloakcn_homophone_keyword_001715#1:05,local_657_homophone_fragments,toxicloakcn_homophone_keyword_001715#1:05,大中元,大中元,大中元,da4 zhong1 yuan2,ta˥˩ ʈʂʊŋ˥ yɛn˧˥,generated_mandarin_tonal,大中原,da4 zhong1 yuan2,ta˥˩ ʈʂʊŋ˥ yɛn˧˥,非词汇同音词,train,1,[],[VARIANT] 大中元,[IPA] ta˥˩ ʈʂʊŋ˥ yɛn˧˥,[VARIANT] 大中元 [IPA] ta˥˩ ʈʂʊŋ˥ yɛn˧˥
local:toxicloakcn_homophone_keyword_002412#1:01,local_657_homophone_fragments,toxicloakcn_homophone_keyword_002412#1:01,这购,这购,这购,zhe4 gou4,ʈʂɤ˥˩ koʊ˥˩,generated_mandarin_tonal,这狗,zhe4 gou3,ʈʂɤ˥˩ koʊ˨˩˦,歧义同音词,train,1,[],[VARIANT] 这购,[IPA] ʈʂɤ˥˩ koʊ˥˩,[VARIANT] 这购 [IPA] ʈʂɤ˥˩ koʊ˥˩
local:toxicloakcn_homophone_keyword_002412#1:02,local_657_homophone_fragments,toxicloakcn_homophone_keyword_002412#1:02,小购,小购,小购,xiao3 gou4,ɕiɑʊ˨˩˦ koʊ˥˩,generated_mandarin_tonal,小狗,xiao3 gou3,ɕiɑʊ˨˩˦ koʊ˨˩˦,歧义同音词,train,1,[],[VARIANT] 小购,[IPA] ɕiɑʊ˨˩˦ koʊ˥˩,[VARIANT] 小购 [IPA] ɕiɑʊ˨˩˦ koʊ˥˩
local:toxicloakcn_emoji_keyword_001316#1:01,local_657_homophone_fragments,toxicloakcn_emoji_keyword_001316#1:01,有I不能见人,有I不能见人,有I不能见人,you3 I bu4 neng2 jian4 ren2,joʊ˨˩˦ i pu˥˩ nɤŋ˧˥ tɕiɛn˥˩ ɻən˧˥,generated_mandarin_tonal,有艾不能见人,you3 ai4 bu4 neng2 jian4 ren2,joʊ˨˩˦ ai˥˩ pu˥˩ nɤŋ˧˥ tɕiɛn˥˩ ɻən˧˥,语音替代,train,1,[],[VARIANT] 有I不能见人,[IPA] joʊ˨˩˦ i pu˥˩ nɤŋ˧˥ tɕiɛn˥˩ ɻən˧˥,[VARIANT] 有I不能见人 [IPA] joʊ˨˩˦ i pu˥˩ nɤŋ˧˥ tɕiɛn˥˩ ɻən˧˥
local:toxicloakcn_homophone_keyword_002023#1:01,local_657_homophone_fragments,toxicloakcn_homophone_keyword_002023#1:01,女全国,女全国,女全国,nv3 quan2 guo2,ny˨˩˦ tɕʰyɛn˧˥ kuɔ˧˥,generated_mandarin_tonal,女拳国,nv3 quan2 guo2,ny˨˩˦ tɕʰyɛn˧˥ kuɔ˧˥,非词汇同音词,train,1,[],[VARIANT] 女全国,[IPA] ny˨˩˦ tɕʰyɛn˧˥ kuɔ˧˥,[VARIANT] 女全国 [IPA] ny˨˩˦ tɕʰyɛn˧˥ kuɔ˧˥
local:toxicloakcn_homophone_keyword_001125#1:01,local_657_homophone_fragments,toxicloakcn_homophone_keyword_001125#1:01,黑购,黑购,黑购,hei1 gou4,xei˥ koʊ˥˩,generated_mandarin_tonal,黑狗,hei1 gou3,xei˥ koʊ˨˩˦,歧义同音词,train,1,[],[VARIANT] 黑购,[IPA] xei˥ koʊ˥˩,[VARIANT] 黑购 [IPA] xei˥ koʊ˥˩
local:toxicloakcn_homophone_keyword_000579#1:01,local_657_homophone_fragments,toxicloakcn_homophone_keyword_000579#1:01,sao货,sao货,sao货,sao huo4,sɑʊ xuɔ˥˩,generated_mandarin_tonal,骚货,sao1 huo4,sɑʊ˥ xuɔ˥˩,语音替代,train,1,[],[VARIANT] sao货,[IPA] sɑʊ xuɔ˥˩,[VARIANT] sao货 [IPA] sɑʊ xuɔ˥˩
local:toxicloakcn_homophone_keyword_001591#1:01,local_657_homophone_fragments,toxicloakcn_homophone_keyword_001591#1:01,亩去,亩去,亩去,mu3 qu4,mu˨˩˦ tɕʰy˥˩,generated_mandarin_tonal,母蛆,mu3 qu1,mu˨˩˦ tɕʰy˥,非词汇同音词,train,1,[],[VARIANT] 亩去,[IPA] mu˨˩˦ tɕʰy˥˩,[VARIANT] 亩去 [IPA] mu˨˩˦ tɕʰy˥˩
local:toxicloakcn_homophone_keyword_001866#1:01,local_657_homophone_fragments,toxicloakcn_homophone_keyword_001866#1:01,房通力量,房通力量,房通力量,fang2 tong1 li4 liang4,fɑŋ˧˥ tʰʊŋ˥ li˥˩ liɑŋ˥˩,generated_mandarin_tonal,反同力量,fan3 tong2 li4 liang4,fan˨˩˦ tʰʊŋ˧˥ li˥˩ liɑŋ˥˩,非词汇同音词,train,1,[],[VARIANT] 房通力量,[IPA] fɑŋ˧˥ tʰʊŋ˥ li˥˩ liɑŋ˥˩,[VARIANT] 房通力量 [IPA] fɑŋ˧˥ tʰʊŋ˥ li˥˩ liɑŋ˥˩
local:toxicloakcn_homophone_keyword_001728#1:01,local_657_homophone_fragments,toxicloakcn_homophone_keyword_001728#1:01,畒狗,畒狗,畒狗,mu3 gou3,mu˨˩˦ koʊ˨˩˦,generated_mandarin_tonal,母狗,mu3 gou3,mu˨˩˦ koʊ˨˩˦,非词汇同音词,train,1,[],[VARIANT] 畒狗,[IPA] mu˨˩˦ koʊ˨˩˦,[VARIANT] 畒狗 [IPA] mu˨˩˦ koʊ˨˩˦
local:toxicloakcn_homophone_keyword_000407#1:01,local_657_homophone_fragments,toxicloakcn_homophone_keyword_000407#1:01,控通,控通,控通,kong4 tong1,kʰʊŋ˥˩ tʰʊŋ˥,generated_mandarin_tonal,恐同,kong3 tong2,kʰʊŋ˨˩˦ tʰʊŋ˧˥,非词汇同音词,train,1,[],[VARIANT] 控通,[IPA] kʰʊŋ˥˩ tʰʊŋ˥,[VARIANT] 控通 [IPA] kʰʊŋ˥˩ tʰʊŋ˥
local:toxicloakcn_homophone_keyword_001980#1:01,local_657_homophone_fragments,toxicloakcn_homophone_keyword_001980#1:01,三飞,三飞,三飞,san1 fei1,san˥ fei˥,generated_mandarin_tonal,三非,san1 fei1,san˥ fei˥,非词汇同音词,train,1,[],[VARIANT] 三飞,[IPA] san˥ fei˥,[VARIANT] 三飞 [IPA] san˥ fei˥
local:toxicloakcn_homophone_keyword_000558#1:02,local_657_homophone_fragments,toxicloakcn_homophone_keyword_000558#1:02,伞兵,伞兵,伞兵,san3 bing1,san˨˩˦ piŋ˥,generated_mandarin_tonal,傻逼,sha3 bi1,ʂa˨˩˦ pi˥,歧义同音词,train,1,[],[VARIANT] 伞兵,[IPA] san˨˩˦ piŋ˥,[VARIANT] 伞兵 [IPA] san˨˩˦ piŋ˥
local:toxicloakcn_homophone_keyword_001517#1:01,local_657_homophone_fragments,toxicloakcn_homophone_keyword_001517#1:01,燕女,燕女,燕女,yan4 nv3,jɛn˥˩ ny˨˩˦,generated_mandarin_tonal,厌女,yan4 nv3,jɛn˥˩ ny˨˩˦,非词汇同音词,train,1,[],[VARIANT] 燕女,[IPA] jɛn˥˩ ny˨˩˦,[VARIANT] 燕女 [IPA] jɛn˥˩ ny˨˩˦
