fragment_id,source_dataset,review_id,variant_fragment_raw,variant_fragment_normalized,phonetic_text,pinyin_reading,canonical_fragment,canonical_phonetic_text,canonical_pinyin_reading,ipa,ipa_candidate,canonical_ipa,canonical_ipa_candidate,needs_manual_review,manual_review_reasons,extraction_method,category,review_categories,official_code_pinyin,official_decode_pinyin,official_code_ipa,official_decode_ipa,original_review,decode_review
codedlang:396:04,Crowd-AI-Lab/CodedLang,396,TMD,TMD,TMD,TMD,他妈的,他妈的,ta1 ma1 de,tˌiːˌɛmdˈiː,tˌiːˌɛmdˈiː,tʰa˥ ma˥ tɤ,tʰa˥ ma˥ tɤ,否,[],official_dictionary_casefold,语音替代,"non_lexical_homophone, orthographic, phonetic",tmd,ta1 ma1 de,ˈti ˈɛm ti,tʰa˥ ma˥ tɤ,艹尼玛币的垃圾公司，赶紧倒闭吧，好不容易网上卖东西，结果客人退货，退货就算了，你牠妈的还收了那么多的手续费，老子没挣一分钱你TMD还收手续费！做梦去吧，操你妈逼的，还让讨债公司来收费，你他妈的真贱啊。去死吧老子一毛都不会给的！,草你妈逼的垃圾公司，赶紧倒闭吧，好不容易网上卖东西，结果客人退货，退货就算了，你他妈的还收了那么多的手续费，老子没挣一分钱你他妈的还收手续费！做梦去吧，操你妈逼的，还让讨债公司来收费，你他妈的真贱啊。去死吧老子一毛都不会给的！
codedlang:397:01,Crowd-AI-Lab/CodedLang,397,炒鸡,炒鸡,炒鸡,chao3 ji1,超级,超级,chao1 ji2,ʈʂʰɑʊ˨˩˦ tɕi˥,ʈʂʰɑʊ˨˩˦ tɕi˥,ʈʂʰɑʊ˥ tɕi˧˥,ʈʂʰɑʊ˥ tɕi˧˥,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,chao3 ji1,chao1 ji2,ʈʂʰau̯˧˩˧ tɕi˥,ʈʂʰau̯˥ tɕi˧˥,是看了公众号推荐来的 很多人排队 珍珠份量炒鸡足！还是挺好喝的 ！,是看了公众号推荐来的 很多人排队 珍珠份量超级足！还是挺好喝的 ！
codedlang:398:01,Crowd-AI-Lab/CodedLang,398,劳资,劳资,劳资,lao2 zi1,老子,老子,lao3 zi,lɑʊ˧˥ tsɹ̩˥,lɑʊ˧˥ tsɹ̩˥,lɑʊ˨˩˦ tsɹ̩,lɑʊ˨˩˦ tsɹ̩,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,lao2 zi1,lao3 zi,lau̯˧˥ tsɹ̩˥,lau̯˧˩˧ tsɹ̩,里面工作人员他妈的架子摆的这么大 劳资又没欠你们钱  废物些,里面工作人员他妈的架子摆的这么大 老子又没欠你们钱  废物些
codedlang:399:01,Crowd-AI-Lab/CodedLang,399,妹纸,妹纸,妹纸,mei4 zhi3,妹子,妹子,mei4 zi,mei˥˩ ʈʂɻ̩˨˩˦,mei˥˩ ʈʂɻ̩˨˩˦,mei˥˩ tsɹ̩,mei˥˩ tsɹ̩,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,mei4 zhi3,mei4 zi,mei̯˥˩ ʈʂɻ̩˧˩˧,mei̯˥˩ tsɹ̩,有中文服务工作人员也很友好这妹纸会很细心帮忙解决了我账户问题，我会推荐给朋友来这边解决一切疑难问题,有中文服务工作人员也很友好这妹子会很细心帮忙解决了我账户问题，我会推荐给朋友来这边解决一切疑难问题
codedlang:400:01,Crowd-AI-Lab/CodedLang,400,辣鸡,辣鸡,辣鸡,la4 ji1,垃圾,垃圾,la1 ji1,la˥˩ tɕi˥,la˥˩ tɕi˥,la˥ tɕi˥,la˥ tɕi˥,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,la4 ji1,la1 ji1,la˥˩ tɕi˥,la˥ tɕi˥,辣鸡,垃圾
codedlang:401:01,Crowd-AI-Lab/CodedLang,401,辣鸡,辣鸡,辣鸡,la4 ji1,垃圾,垃圾,la1 ji1,la˥˩ tɕi˥,la˥˩ tɕi˥,la˥ tɕi˥,la˥ tɕi˥,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,la4 ji1,la1 ji1,la˥˩ tɕi˥,la˥ tɕi˥,Racist   国人真的别去这个辣鸡牌子了 D💩G,Racist   国人真的别去这个垃圾牌子了 啲💩G
codedlang:402:01,Crowd-AI-Lab/CodedLang,402,木有,木有,木有,mu4 you3,没有,没有,mei2 you3,mu˥˩ joʊ˨˩˦,mu˥˩ joʊ˨˩˦,mei˧˥ joʊ˨˩˦,mei˧˥ joʊ˨˩˦,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,mu4 you3,mei2 you3,mu˥˩ jou̯˧˩˧,mei̯˧˥ jou̯˧˩˧,就头次想叫个外卖吃吃看，一份千层蛋糕就这样塌了瞬间没心情。 炸酱拌面偏咸 外卖小哥也是一脸嫌弃的，小费给了一句谢谢都木有,就头吃想叫个外卖吃吃看，一份千层蛋糕就这样塌了瞬间没心情。 炸酱拌面偏咸 外卖小哥也是一脸嫌弃的，小费给了一句谢谢都没有
codedlang:403:01,Crowd-AI-Lab/CodedLang,403,特么,特么,特么,te4 me,他妈,他妈,ta1 ma1,tʰɤ˥˩ mɤ,tʰɤ˥˩ mɤ,tʰa˥ ma˥,tʰa˥ ma˥,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,te4 me,ta1 ma1,tʰɤ˥˩ mɤ,tʰa˥ ma˥,特么的喝完发现头发,他妈的喝完发现头发
codedlang:404:01,Crowd-AI-Lab/CodedLang,404,卧槽,卧槽,卧槽,wo4 cao2,我操,我操,wo3 cao1,wɔ˥˩ tsʰɑʊ˧˥,wɔ˥˩ tsʰɑʊ˧˥,wɔ˨˩˦ tsʰɑʊ˥,wɔ˨˩˦ tsʰɑʊ˥,否,[],official_dictionary_casefold,非词汇同音词,ambiguous_homophone,wo4 cao2,wo3 cao1,wo˥˩ tsʰau̯˧˥,wo˧˩˧ tsʰau̯˥,相当牛逼了 卧槽🌾👌,相当牛逼了 我操🌾👌
codedlang:405:01,Crowd-AI-Lab/CodedLang,405,辣鸡,辣鸡,辣鸡,la4 ji1,垃圾,垃圾,la1 ji1,la˥˩ tɕi˥,la˥˩ tɕi˥,la˥ tɕi˥,la˥ tɕi˥,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,la4 ji1,la1 ji1,la˥˩ tɕi˥,la˥ tɕi˥,什么辣鸡送外卖的东西  人不送到门口来还嫌消费啥  自己什么样的态度还想要小费啊 送外卖钱怎么好挣的吗  什么东西真是,什么垃圾送外卖的东西  人不送到门口来还嫌消费啥  自己什么样的态度还想要小费啊 送外卖钱怎么好挣的吗  什么东西真是
codedlang:406:01,Crowd-AI-Lab/CodedLang,406,辣鸡,辣鸡,辣鸡,la4 ji1,垃圾,垃圾,la1 ji1,la˥˩ tɕi˥,la˥˩ tɕi˥,la˥ tɕi˥,la˥ tɕi˥,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,la4 ji1,la1 ji1,la˥˩ tɕi˥,la˥ tɕi˥,辣鸡泳池迟早药丸，首先人多得不得了人群素质低，全部都来插队，其次检查人员效率低得不得了，宁愿去Conny island 都不来这里的辣鸡泳池.等一个小时都拍不到一半，不敢来了.,垃圾泳池迟早要丸，首先人多得不得了人群素质低，全部都来插队，其吃检查人员效率低得不得了，宁愿去Conny island 都不来这里的垃圾泳池.等一个小时都拍不到一半，不敢来了.
codedlang:407:01,Crowd-AI-Lab/CodedLang,407,好ㄘ,好ㄘ,好ㄘ,hao3 ㄘ,好吃,好吃,hao3 chi1,,xɑʊ˨˩˦,xɑʊ˨˩˦ ʈʂʰɻ̩˥,xɑʊ˨˩˦ ʈʂʰɻ̩˥,是,"[{""type"": ""source_unresolved_symbol_or_digit""}]",official_dictionary_casefold,语音替代,phonetic,hao3 c,hao3 chi1,xau̯˧˩˧ tsʰ,xau̯˧˩˧ ʈʂʰɻ̩˥,好ㄘ,好吃
codedlang:408:01,Crowd-AI-Lab/CodedLang,408,尼玛,尼玛,尼玛,ni2 ma3,你妈,你妈,ni3 ma1,ni˧˥ ma˨˩˦,ni˧˥ ma˨˩˦,ni˨˩˦ ma˥,ni˨˩˦ ma˥,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,ni2 ma3,ni3 ma1,ni˧˥ ma˧˩˧,ni˧˩˧ ma˥,简直不能更坑了！图片宣传的巨好看 实物让我震惊！！！ 这尼玛是什么 面包片夹肉松呗？ 然后那个什么网红芋泥脏脏茶也难很的一批 现在的公众号的良心被狗吃了 推之前不看看实物？？  拿个黑盘子就把我打发了？ 就是冲这个蛋糕去的！图片里可以拉丝的麻薯在哪里，肉松上的海苔碎在哪里？ 到底会做蛋糕吗 戚风的皮一点都不松软！ 还有陷中间不加点美乃滋？去下厨房学一学基础的好吗 以为有漂亮的装修就无敌了是不 好的产品才是能否继续火下起的关键吧 一生黑了 再见 一定会告诉周边所有人,简直不能更坑了！图片宣传的巨好看 实物让我震惊！！！ 这你妈是什么 面包片夹肉松呗？ 然后那个什么网红芋泥脏脏茶也难很的一批 现在的公众号的良心被狗吃了 推之前不看看实物？？  拿个黑盘子就把我打发了？ 就是冲这个蛋糕去的！图片里可以拉丝的麻薯在哪里，肉松上的海苔碎在哪里？ 到底会做蛋糕吗 戚风的皮一点都不松软！ 还有陷中间不加点美乃滋？去下厨房学一学基础的好吗 以为有漂亮的装修就无敌了是不 好的产品才是能否继续火下起的关键吧 一生黑了 再见 一定会告诉周边所有人
codedlang:409:01,Crowd-AI-Lab/CodedLang,409,嘟,嘟,嘟,du1,都,都,dou1,tu˥,tu˥,toʊ˥,toʊ˥,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,du1,dou1,tu˥,tou̯˥,垃圾酒店一间 冰箱坏 床单嘟是用过的,垃圾酒店一间 冰箱坏 床单都是用过的
codedlang:410:01,Crowd-AI-Lab/CodedLang,410,墨迹,墨迹,墨迹,mo4 ji4,磨叽,磨叽,mo2 ji1,muɔ˥˩ tɕi˥˩,muɔ˥˩ tɕi˥˩,muɔ˧˥ tɕi˥,muɔ˧˥ tɕi˥,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,mo4 ji4,mo2 ji1,mwo˥˩ tɕi˥˩,mwo˧˥ tɕi˥,最不好的体验 退押金是真的墨迹 就是说昨天已经退还我了 等了这么长时间 所有的预约都没了,最不好的体验 退押金是真的磨叽 就是说昨天已经退还我了 等了这么长时间 所有的预约都没了
codedlang:411:01,Crowd-AI-Lab/CodedLang,411,墙裂,墙裂,墙裂,qiang2 lie4,强烈,强烈,qiang2 lie4,tɕʰiɑŋ˧˥ liɛ˥˩,tɕʰiɑŋ˧˥ liɛ˥˩,tɕʰiɑŋ˧˥ liɛ˥˩,tɕʰiɑŋ˧˥ liɛ˥˩,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,qiang2 lie4,qiang2 lie4,tɕʰja˧˥ŋ lje˥˩,tɕʰja˧˥ŋ lje˥˩,无意中在opentable搜到这家店，去了之后发现we hit the pot。 很随意但味道很精致的法国小馆，墙裂推荐tasting menu，他家的鱼做的很棒，有可能7道菜中4道与seafood有关。可以吃出来他们在尝试不同的烹饪手段和食材，味觉或口感上会有想不到的惊喜，不是那种老厨子做出来的感觉，风格很年轻，me like it。虽然没有星级，但我觉得味道上不输1星甚至2星店，人均70刀左右吧，非常划算。you know，我喜欢小馆。,无意中在openta逼le搜到这家店，去了之后发现we hit the pot。 很随意但味道很精致的法国小馆，强烈推荐tasting menu，他家的鱼做的很棒，有可能7道菜中4道与seafood有关。可以吃出来他们在尝试不同的烹饪手段和食材，味觉或口感上会有想不到的惊喜，不是那种老厨子做出来的感觉，风格很年轻，me like it。虽然没有星级，但我觉得味道上不输1星甚至2星店，人均70刀左右吧，非常划算。you know，我喜欢小馆。
codedlang:412:01,Crowd-AI-Lab/CodedLang,412,墙裂,墙裂,墙裂,qiang2 lie4,强烈,强烈,qiang2 lie4,tɕʰiɑŋ˧˥ liɛ˥˩,tɕʰiɑŋ˧˥ liɛ˥˩,tɕʰiɑŋ˧˥ liɛ˥˩,tɕʰiɑŋ˧˥ liɛ˥˩,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,qiang2 lie4,qiang2 lie4,tɕʰja˧˥ŋ lje˥˩,tɕʰja˧˥ŋ lje˥˩,墙裂推荐!服务亲切热情，很地道的川味餐厅，还有很特别的麻婆豆腐已经吃过5次啦 ~~~~,强烈推荐!服务亲切热情，很地道的川味餐厅，还有很特别的麻婆豆腐已经吃过5吃啦 ~~~~
codedlang:413:01,Crowd-AI-Lab/CodedLang,413,好ㄘ,好ㄘ,好ㄘ,hao3 ㄘ,好吃,好吃,hao3 chi1,,xɑʊ˨˩˦,xɑʊ˨˩˦ ʈʂʰɻ̩˥,xɑʊ˨˩˦ ʈʂʰɻ̩˥,是,"[{""type"": ""source_unresolved_symbol_or_digit""}]",official_dictionary_casefold,语音替代,phonetic,hao3 c,hao3 chi1,xau̯˧˩˧ tsʰ,xau̯˧˩˧ ʈʂʰɻ̩˥,台灣的必勝客比較好ㄘ,台灣的必勝客比較好吃
codedlang:414:01,Crowd-AI-Lab/CodedLang,414,D,D,D,D,啲,啲,di1,dˈiː,dˈiː,ti˥,ti˥,否,[],official_dictionary_casefold,语音替代,phonetic,D,di1,ˈdi,ti˥,價錢偏貴，態度麻麻。食物水準差，比如講，珍珠雞D米唔透 燒賣有骨頭，D員工嘟懶理 ，特別系新設外賣部 ，亂收費， 冇收據， 奶茶， 加啡，似飲屎水 。尼世嘟唔會再去,價錢偏貴，態度麻麻。食物水準差，比如講，珍珠雞啲米唔透 燒賣有骨頭，啲員工都懶理 ，特別系新設外賣部 ，亂收費， 冇收據， 奶茶， 加啡，似飲屎水 。尼世都唔會再去
codedlang:415:01,Crowd-AI-Lab/CodedLang,415,特么,特么,特么,te4 me,他妈,他妈,ta1 ma1,tʰɤ˥˩ mɤ,tʰɤ˥˩ mɤ,tʰa˥ ma˥,tʰa˥ ma˥,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,te4 me,ta1 ma1,tʰɤ˥˩ mɤ,tʰa˥ ma˥,你特么的就因为我讲国语.让我等了20分钟？？？就奶茶而已..你给我弄这么久..后面排了那么多人都走了..扑街.....,你他妈的就因为我讲国语.让我等了20分钟？？？就奶茶而已..你给我弄这么久..后面排了那么多人都走了..扑街.....
codedlang:416:01,Crowd-AI-Lab/CodedLang,416,炒鸡,炒鸡,炒鸡,chao3 ji1,超级,超级,chao1 ji2,ʈʂʰɑʊ˨˩˦ tɕi˥,ʈʂʰɑʊ˨˩˦ tɕi˥,ʈʂʰɑʊ˥ tɕi˧˥,ʈʂʰɑʊ˥ tɕi˧˥,否,[],official_dictionary_casefold,歧义同音词,"ambiguous_homophone, phonetic",chao3 ji1,chao1 ji2,ʈʂʰau̯˧˩˧ tɕi˥,ʈʂʰau̯˥ tɕi˧˥,前几年来这里吃 感觉一般 这次有震惊到我. 小姐姐的服务炒鸡好 人也很温柔 扒虾小能手 。joan小姐姐v5 给小姐姐摇旗,前几年来这里吃 感觉一般 这吃有震惊到我. 小姐姐的服务超级好 人也很温柔 扒虾小能手 。joan小姐姐威武 给小姐姐摇旗
codedlang:416:02,Crowd-AI-Lab/CodedLang,416,v5,v5,v五,v wu3,威武,威武,wei1 wu3,y u˨˩˦,y u˨˩˦,wei˥ u˨˩˦,wei˥ u˨˩˦,否,[],official_dictionary_casefold,语音替代,"ambiguous_homophone, phonetic",v wu3,wei1 wu3,ˈvi u˧˩˧,wei̯˥ u˧˩˧,前几年来这里吃 感觉一般 这次有震惊到我. 小姐姐的服务炒鸡好 人也很温柔 扒虾小能手 。joan小姐姐v5 给小姐姐摇旗,前几年来这里吃 感觉一般 这吃有震惊到我. 小姐姐的服务超级好 人也很温柔 扒虾小能手 。joan小姐姐威武 给小姐姐摇旗
codedlang:417:01,Crowd-AI-Lab/CodedLang,417,辣鸡,辣鸡,辣鸡,la4 ji1,垃圾,垃圾,la1 ji1,la˥˩ tɕi˥,la˥˩ tɕi˥,la˥ tɕi˥,la˥ tɕi˥,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,la4 ji1,la1 ji1,la˥˩ tɕi˥,la˥ tɕi˥,辣鸡餐饮店，服务很好，但抵不住食物辣鸡，冷冻的肉的年龄估计比我年纪还大，一点肉该有的口感都没有，烤盘刷油没刷子，用过的烤盘店主也不做个盒子让服务员装着拿走，而是直接拿着走着通道上，烫到人怎么办。应付比一般朋友还低一层面的亲戚的好去处。肉，很，难，吃。,垃圾餐饮店，服务很好，但抵不住食物垃圾，冷冻的肉的年龄估计比我年纪还大，一点肉该有的口感都没有，烤盘刷油没刷子，用过的烤盘店主也不做个盒子让服务员装着拿走，而是直接拿着走着通道上，烫到人怎么办。应付比一般朋友还低一层面的亲戚的好去处。肉，很，难，吃。
codedlang:418:01,Crowd-AI-Lab/CodedLang,418,童鞋,童鞋,童鞋,tong2 xie2,同学,同学,tong2 xue2,tʰʊŋ˧˥ ɕiɛ˧˥,tʰʊŋ˧˥ ɕiɛ˧˥,tʰʊŋ˧˥ ɕyɛ˧˥,tʰʊŋ˧˥ ɕyɛ˧˥,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,tong2 xie2,tong2 xue2,tʰʊ˧˥ŋ ɕje˧˥,tʰʊ˧˥ŋ ɕɥe˧˥,Jacky 的服务态度让我们非常满意，从始至终都是微笑热情，不厌其烦，想吃的开心的童鞋们就让他为你服务保证满意😉,Jacky 的服务态度让我们非常满意，从始至终都是微笑热情，不厌其烦，想吃的开心的同学们就让他为你服务保证满意😉
codedlang:419:01,Crowd-AI-Lab/CodedLang,419,炒鸡,炒鸡,炒鸡,chao3 ji1,超级,超级,chao1 ji2,ʈʂʰɑʊ˨˩˦ tɕi˥,ʈʂʰɑʊ˨˩˦ tɕi˥,ʈʂʰɑʊ˥ tɕi˧˥,ʈʂʰɑʊ˥ tɕi˧˥,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,chao3 ji1,chao1 ji2,ʈʂʰau̯˧˩˧ tɕi˥,ʈʂʰau̯˥ tɕi˧˥,匠烧的服务都炒鸡好！服务员小哥哥小姐姐烤的肉也是很好吃，环境舒适整洁！最适合小团体聚会或者吃饭！😊疯狂打call🤟,匠烧的服务都超级好！服务员小哥哥小姐姐烤的肉也是很好吃，环境舒适整洁！最适合小团体聚会或者吃饭！😊疯狂打call🤟
codedlang:420:01,Crowd-AI-Lab/CodedLang,420,炒鸡,炒鸡,炒鸡,chao3 ji1,超级,超级,chao1 ji2,ʈʂʰɑʊ˨˩˦ tɕi˥,ʈʂʰɑʊ˨˩˦ tɕi˥,ʈʂʰɑʊ˥ tɕi˧˥,ʈʂʰɑʊ˥ tɕi˧˥,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,chao3 ji1,chao1 ji2,ʈʂʰau̯˧˩˧ tɕi˥,ʈʂʰau̯˥ tɕi˧˥,有特色的烤肉 味道不错 环境也OK 主要服务态度炒鸡棒 （就是灯光照射不够匀称 这个可以调解一下）总结 物有所值,有特色的烤肉 味道不错 环境也OK 主要服务态度超级棒 （就是灯光照射不够匀称 这个可以调解一下）总结 物有所值
codedlang:421:01,Crowd-AI-Lab/CodedLang,421,炒鸡,炒鸡,炒鸡,chao3 ji1,超级,超级,chao1 ji2,ʈʂʰɑʊ˨˩˦ tɕi˥,ʈʂʰɑʊ˨˩˦ tɕi˥,ʈʂʰɑʊ˥ tɕi˧˥,ʈʂʰɑʊ˥ tɕi˧˥,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,chao3 ji1,chao1 ji2,ʈʂʰau̯˧˩˧ tɕi˥,ʈʂʰau̯˥ tɕi˧˥,没有对比就没有伤害，昨天去了鸟人，今天到这里，差距太大了。汤头不鲜而是非常咸！喝多一口都觉得对身体不好。量也比鸟人少了不少，超级不划算。最令人无语的是这个地方炒鸡吵，音乐不算，店员总是大声地说莫名其妙的日语，虽然说是日料店但是不知道为什么就是觉得感觉有点被冒犯的感觉。之前去日料店并没有过。总之，体验无比之差，永远不会再来了！,没有对比就没有伤害，昨天去了鸟人，今天到这里，差距太大了。汤头不鲜而是非常咸！喝多一口都觉得对身体不好。量也比鸟人少了不少，超级不划算。最令人无语的是这个地方超级吵，音乐不算，店员总是大声地说莫名其妙的日语，虽然说是日料店但是不知道为什么就是觉得感觉有点被冒犯的感觉。之前去日料店并没有过。总之，体验无比之差，永远不会再来了！
codedlang:422:01,Crowd-AI-Lab/CodedLang,422,特么,特么,特么,te4 me,他妈,他妈,ta1 ma1,tʰɤ˥˩ mɤ,tʰɤ˥˩ mɤ,tʰa˥ ma˥,tʰa˥ ma˥,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,te4 me,ta1 ma1,tʰɤ˥˩ mɤ,tʰa˥ ma˥,我特么的第一次买到酸的西瓜..里面都烂掉的那种感觉..而且感觉疫情之后.就各种开始乱来了.上次牛肉买回去第二天也换掉了.还是放冰箱里的.还有一些很多这种事情本来不计较了.结果昨天特么的买了一个西瓜.今天打开酸了..你真特么的牛逼..严重怀疑你们现在是不是都在卖快过期的食品.,我他妈的第一吃买到酸的西瓜..里面都烂掉的那种感觉..而且感觉疫情之后.就各种开始乱来了.上吃牛肉买回去第二天也换掉了.还是放冰箱里的.还有一些很多这种事情本来不计较了.结果昨天他妈的买了一个西瓜.今天打开酸了..你真他妈的牛逼..严重怀疑你们现在是不是都在卖快过期的食品.
codedlang:423:01,Crowd-AI-Lab/CodedLang,423,童鞋,童鞋,童鞋,tong2 xie2,同学,同学,tong2 xue2,tʰʊŋ˧˥ ɕiɛ˧˥,tʰʊŋ˧˥ ɕiɛ˧˥,tʰʊŋ˧˥ ɕyɛ˧˥,tʰʊŋ˧˥ ɕyɛ˧˥,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,tong2 xie2,tong2 xue2,tʰʊ˧˥ŋ ɕje˧˥,tʰʊ˧˥ŋ ɕɥe˧˥,微信公众号写姓名加注流程是不需要预约，大老远开车过来说从5月起都需要预约。大厅里有海报说欢迎关注公众账号，这么重要的公示却不更新。白跑一趟。需要办理护照加注的童鞋们先预约吧！,微信公众号写姓名加注流程是不需要预约，大老远开车过来说从5月起都需要预约。大厅里有海报说欢迎关注公众账号，这么重要的公示却不更新。白跑一趟。需要办理护照加注的同学们先预约吧！
codedlang:424:01,Crowd-AI-Lab/CodedLang,424,曹尼玛,曹尼玛,曹尼玛,cao2 ni2 ma3,操你妈,操你妈,cao1 ni3 ma1,tsʰɑʊ˧˥ ni˧˥ ma˨˩˦,tsʰɑʊ˧˥ ni˧˥ ma˨˩˦,tsʰɑʊ˥ ni˨˩˦ ma˥,tsʰɑʊ˥ ni˨˩˦ ma˥,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,cao2 ni2 ma3,cao1 ni3 ma1,tsʰau̯˧˥ ni˧˥ ma˧˩˧,tsʰau̯˥ ni˧˩˧ ma˥,我曹尼玛。,我操你妈。
codedlang:425:01,Crowd-AI-Lab/CodedLang,425,辣鸡,辣鸡,辣鸡,la4 ji1,垃圾,垃圾,la1 ji1,la˥˩ tɕi˥,la˥˩ tɕi˥,la˥ tɕi˥,la˥ tɕi˥,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,la4 ji1,la1 ji1,la˥˩ tɕi˥,la˥ tɕi˥,辣鸡黑5只是噱头，排队排了40分钟，打折百分之40的都是夏天穿的，以后再也不会来这个辣鸡的地方了,垃圾黑5只是噱头，排队排了40分钟，打折百分之40的都是夏天穿的，以后再也不会来这个垃圾的地方了
codedlang:426:01,Crowd-AI-Lab/CodedLang,426,ㄔ,ㄔ,ㄔ,ㄔ,吃,吃,chi1,,,ʈʂʰɻ̩˥,ʈʂʰɻ̩˥,是,"[{""type"": ""source_unresolved_symbol_or_digit""}]",official_dictionary_casefold,语音替代,phonetic,ch,chi1,tʂʰ,ʈʂʰɻ̩˥,吃素一定要ㄔ,吃素一定要吃
codedlang:427:01,Crowd-AI-Lab/CodedLang,427,卧槽,卧槽,卧槽,wo4 cao2,我操,我操,wo3 cao1,wɔ˥˩ tsʰɑʊ˧˥,wɔ˥˩ tsʰɑʊ˧˥,wɔ˨˩˦ tsʰɑʊ˥,wɔ˨˩˦ tsʰɑʊ˥,否,[],official_dictionary_casefold,非词汇同音词,ambiguous_homophone,wo4 cao2,wo3 cao1,wo˥˩ tsʰau̯˧˥,wo˧˩˧ tsʰau̯˥,11/29晚上和朋友去吃了烧烤，上菜的时候，问了朋友你点了这个吗？我朋友说没有，我也没点，于是跟服务员说，这个不是我们的。他说这个就是你们点的，首先确定我们两个绝对100%确定没有点这个东西，那个男服务员非要给我们，背后还听到骂我们这桌，卧槽有病吧！不行一定要让他们吃下去，然后还听到他跟另一个说好像是上桌的客人点的，没有更新…！？这个男服务员因为你的失误就要我们来买单吗？没有好的服务态度加上不礼貌，一个三十几岁的男服务员说脏话真的呵呵！真的很反感！一直很喜欢你们的烧烤，但这次的问题呵呵！希望老板能重视起来！,11/29晚上和朋友去吃了烧烤，上菜的时候，问了朋友你点了这个吗？我朋友说没有，我也没点，于是跟服务员说，这个不是我们的。他说这个就是你们点的，首先确定我们两个绝对100%确定没有点这个东西，那个男服务员非要给我们，背后还听到骂我们这桌，我操有病吧！不行一定要让他们吃下去，然后还听到他跟另一个说好像是上桌的客人点的，没有更新…！？这个男服务员因为你的失误就要我们来买单吗？没有好的服务态度加上不礼貌，一个三十几岁的男服务员说脏话真的呵呵！真的很反感！一直很喜欢你们的烧烤，但这吃的问题呵呵！希望老板能重视起来！
codedlang:428:01,Crowd-AI-Lab/CodedLang,428,特么,特么,特么,te4 me,他妈,他妈,ta1 ma1,tʰɤ˥˩ mɤ,tʰɤ˥˩ mɤ,tʰa˥ ma˥,tʰa˥ ma˥,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,te4 me,ta1 ma1,tʰɤ˥˩ mɤ,tʰa˥ ma˥,物价再怎么涨，你这份韭菜八块钱那也是不合理，这是一口没动过的，跟特么吃剩的是的,物价再怎么涨，你这份韭菜八块钱那也是不合理，这是一口没动过的，跟他妈吃剩的是的
codedlang:429:01,Crowd-AI-Lab/CodedLang,429,草泥马,草泥马,草泥马,cao3 ni2 ma3,操你妈,操你妈,cao1 ni3 ma1,tsʰɑʊ˨˩˦ ni˧˥ ma˨˩˦,tsʰɑʊ˨˩˦ ni˧˥ ma˨˩˦,tsʰɑʊ˥ ni˨˩˦ ma˥,tsʰɑʊ˥ ni˨˩˦ ma˥,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,cao3 ni2 ma3,cao1 ni3 ma1,tsʰau̯˧˩˧ ni˧˥ ma˧˩˧,tsʰau̯˥ ni˧˩˧ ma˥,看见门口贴着图片“新疆红柳羊肉串”就进去试了一下，不好吃！“生串儿”吃完回家拉肚子；随便点了几个菜，觉得没有好吃的。感觉食物不新鲜。这些都不是重点，我居然眼睁睁地看着服务员从垃圾桶里把刚才用过的红柳枝捡出来，我问他这个是重复使用的吗？他说当然了，不然得用多少红柳枝！顿时心里一万只草泥马奔腾而过！多少人的口水？从垃圾桶里捡出几次？想想都恶心！,看见门口贴着图片“新疆红柳羊肉串”就进去试了一下，不好吃！“生串儿”吃完回家拉肚子；随便点了几个菜，觉得没有好吃的。感觉食物不新鲜。这些都不是重点，我居然眼睁睁地看着服务员从垃圾桶里把刚才用过的红柳枝捡出来，我问他这个是重复使用的吗？他说当然了，不然得用多少红柳枝！顿时心里一万只操你妈奔腾而过！多少人的口水？从垃圾桶里捡出几吃？想想都恶心！
