fragment_id,source_dataset,review_id,variant_fragment_raw,variant_fragment_normalized,phonetic_text,pinyin_reading,canonical_fragment,canonical_phonetic_text,canonical_pinyin_reading,ipa,ipa_candidate,canonical_ipa,canonical_ipa_candidate,needs_manual_review,manual_review_reasons,extraction_method,category,review_categories,official_code_pinyin,official_decode_pinyin,official_code_ipa,official_decode_ipa,original_review,decode_review,source_instance_count,source_review_ids,deduplication_key,split
codedlang:474:01,Crowd-AI-Lab/CodedLang,474,ㄋㄡ,ㄋㄡ,ㄋㄡ,ㄋ ㄡ,喏,喏,nuo,,,nuɔ,nuɔ,是,"[{""type"": ""source_unresolved_symbol_or_digit""}, {""type"": ""source_unresolved_symbol_or_digit""}]",official_dictionary_casefold,语音替代,phonetic,n ou,nuo4,noʊ̯,nwɔ̂,不錯吃ㄋㄡ,不錯吃呶,3,"[""474"", ""477"", ""531""]",ㄋㄡ -> 喏,train
codedlang:99:01,Crowd-AI-Lab/CodedLang,99,稀饭,稀饭,稀饭,xi fan,喜欢,喜欢,xi huan,ɕi fan,ɕi fan,ɕi xuan,ɕi xuan,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,xi1 fan4,xi3 huan1,ɕi˥ fa˥˩n,ɕi˧˩˧ xwa˥n,最稀饭的公园,最喜欢的公园,2,"[""99"", ""381""]",稀饭 -> 喜欢,train
codedlang:48:01,Crowd-AI-Lab/CodedLang,48,辣鸡,辣鸡,辣鸡,la ji,垃圾,垃圾,la ji,la tɕi,la tɕi,la tɕi,la tɕi,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,la4 ji1,la1 ji1,la˥˩ tɕi˥,la˥ tɕi˥,辣鸡 设备坏了 也不给个明确的恢复时间 全在那等着,垃圾 设备坏了 也不给个明确的恢复时间 全在那等着,49,"[""48"", ""56"", ""71"", ""78"", ""91"", ""97"", ""141"", ""145"", ""147"", ""158"", ""179"", ""181"", ""183"", ""187"", ""191"", ""217"", ""233"", ""255"", ""270"", ""279"", ""280"", ""282"", ""288"", ""290"", ""303"", ""319"", ""346"", ""357"", ""359"", ""360"", ""362"", ""364"", ""366"", ""377"", ""380"", ""400"", ""401"", ""405"", ""406"", ""417"", ""425"", ""432"", ""441"", ""470"", ""478"", ""479"", ""492"", ""511"", ""514""]",辣鸡 -> 垃圾,train
codedlang:70:01,Crowd-AI-Lab/CodedLang,70,歪果仁,歪果仁,歪果仁,wai guo ren,外国人,外国人,wai guo ren,uai kuɔ ɻən,uai kuɔ ɻən,uai kuɔ ɻən,uai kuɔ ɻən,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,wai1 guo3 ren2,wai4 guo2 ren2,wai̯˥ kwo˧˩˧ ɻə˧˥n,wai̯˥˩ kwo˧˥ ɻə˧˥n,歪果仁就是看不懂这里是成都小吃哈哈哈哈哈哈哈,外国人就是看不懂这里是成都小吃哈哈哈哈哈哈哈,5,"[""70"", ""98"", ""192"", ""237"", ""262""]",歪果仁 -> 外国人,train
codedlang:668:01,Crowd-AI-Lab/CodedLang,668,shi wang,shi wang,shi wang,shi wang,失望,失望,shi wang,ʂɻ̩ uɑŋ,ʂɻ̩ uɑŋ,ʂɻ̩ uɑŋ,ʂɻ̩ uɑŋ,否,[],official_dictionary_casefold,语音替代,phonetic,shi wang,shi1 wang4,ʂɻ̩ waŋ,ʂɻ̩˥ wa˥˩ŋ,现在肉类越来越不齐全 不新鲜！ 前台永远没人，就算工作人员看到你也假装看不到 ...shi wang,现在肉类越来越不齐全 不新鲜！ 前台永远没人，就算工作人员看到你也假装看不到 ...屎 wang,1,"[""668""]",shi wang -> 失望,train
codedlang:8:01,Crowd-AI-Lab/CodedLang,8,乚,乚,乚,yin,好,好,hao,in,in,xɑʊ,xɑʊ,否,[],official_dictionary_casefold,语音替代,phonetic,hao2,hao3,i˧˩˧n,xau̯˧˩˧,乚,好,1,"[""8""]",乚 -> 好,train
codedlang:272:02,Crowd-AI-Lab/CodedLang,272,好次,好次,好次,hao ci,好吃,好吃,hao chi,xɑʊ tsʰɹ̩,xɑʊ tsʰɹ̩,xɑʊ ʈʂʰɻ̩,xɑʊ ʈʂʰɻ̩,否,[],official_dictionary_casefold,非词汇同音词,"ambiguous_homophone, non_lexical_homophone",hao3 ci4,hao3 chi1,xau̯˧˩˧ tsʰɹ̩˥˩,xau̯˧˩˧ ʈʂʰɻ̩˥,粥（地瓜稀饭）炒鸡好次! 瓜子肉感觉能配稀饭吃一辈子! 拍黄瓜酸酸的有外婆的味道!,粥（地瓜喜欢）超级好吃! 瓜子肉感觉能配喜欢吃一辈子! 拍黄瓜酸酸的有外婆的味道!,33,"[""272"", ""273"", ""551"", ""554"", ""603"", ""620"", ""624"", ""657"", ""658"", ""676"", ""686"", ""707"", ""723"", ""724"", ""726"", ""736"", ""738"", ""752"", ""770"", ""771"", ""789"", ""799"", ""800"", ""801"", ""803"", ""815"", ""828"", ""837"", ""844"", ""847"", ""848"", ""853"", ""862""]",好次 -> 好吃,train
codedlang:433:01,Crowd-AI-Lab/CodedLang,433,妈个比,妈个比,妈个比,ma ge bi,妈个逼,妈个逼,ma ge bi,ma kɤ pi,ma kɤ pi,ma kɤ pi,ma kɤ pi,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,ma1 ge4 bi3,ma1 ge4 bi1,ma˥ kɤ˥˩ pi˧˩˧,ma˥ kɤ˥˩ pi˥,傻逼才来，18年的车，亮灯了，给他们去修，和我说线被老鼠咬了，妈个比，线头被老鼠咬的还是人剪的我看不出来？我着急把车给客人，就让他们修，一修就他妈7天，尼玛币，接线7天啊。每天都是说第二天就好，不然早尼玛开走别的地方修了。垃圾地方。日,傻逼才来，1不年的车，亮灯了，给他们去修，和我说线被老鼠咬了，妈个逼，线头被老鼠咬的还是人剪的我看不出来？我着急把车给客人，就让他们修，一修就他妈7天，你妈逼，接线7天啊。每天都是说第二天就好，不然早你妈开走别的地方修了。垃圾地方。日,1,"[""433""]",妈个比 -> 妈个逼,train
codedlang:865:01,Crowd-AI-Lab/CodedLang,865,马勒戈壁,马勒戈壁,马勒戈壁,ma le ge bi,妈了个逼,妈了个逼,ma le ge bi,ma lɤ kɤ pi,ma lɤ kɤ pi,ma lɤ kɤ pi,ma lɤ kɤ pi,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,ma3 le4 ge1 bi4,ma1 le ge4 bi1,ma˧˩˧ lɤ˥˩ kɤ˥ pi˥˩,ma˥ lɤ kɤ˥˩ pi˥,傻逼鸡巴玩意儿狗贼墨西哥人马勒戈壁的,傻逼鸡巴玩意儿狗贼墨西哥人妈了个逼的,1,"[""865""]",马勒戈壁 -> 妈了个逼,train
codedlang:618:01,Crowd-AI-Lab/CodedLang,618,mmp,mmp,mmp,mmp,妈卖批,妈卖批,ma mai pi,ˌɛmˌɛmpˈiː,ˌɛmˌɛmpˈiː,ma mai pʰi,ma mai pʰi,否,[],official_dictionary_casefold,语音替代,phonetic,mmp,ma1 mai4 pi1,ˈɛm ˈɛm ˈpi,ma˥ mai̯˥˩ pʰi˥,我有一句mmp不知道要不要对那里的店员说,我有一句妈卖批不知道要不要对那里的店员说,4,"[""618"", ""636"", ""642"", ""804""]",mmp -> 妈卖批,train
codedlang:672:01,Crowd-AI-Lab/CodedLang,672,mmlgb,mmlgb,mmlgb,mmlgb,妈妈了个逼,妈妈了个逼,ma ma le ge bi,ˌɛmˌɛmˈɛldʒˌiːbˈiː,ˌɛmˌɛmˈɛldʒˌiːbˈiː,ma ma lɤ kɤ pi,ma ma lɤ kɤ pi,否,[],official_dictionary_casefold,语音替代,phonetic,mmlgb,ma1 ma1 le ge4 bi1,ˈɛm ˈɛm ˈɛɫ ˈdʒi pi˥,ma˥ ma˥ lɤ kɤ˥˩ pi˥,mmlgb排队,妈妈了个逼排队,1,"[""672""]",mmlgb -> 妈妈了个逼,train
codedlang:779:03,Crowd-AI-Lab/CodedLang,779,mdzz,mdzz,mdzz,mdzz,妈的智障,妈的智障,ma de zhi zhang,ˌɛmdˌiːzˌɛdzˈɛd,ˌɛmdˌiːzˌɛdzˈɛd,ma tɤ ʈʂɻ̩ ʈʂɑŋ,ma tɤ ʈʂɻ̩ ʈʂɑŋ,否,[],official_dictionary_casefold,语音替代,phonetic,mdzz,ma1 de zhi4 zhang4,ˈɛm ti ˈzi ˈzi ,ma˥ tɤ ʈʂɻ̩˥˩ ʈʂa˥˩ŋ,大使馆是真真真真真真真真真的sb，2年前起码可以占线等40分钟等到一个人工服务，现在4个电话号码直接都打不通，邮件也不回，资料按官网要求打印齐了，9点飞机飞纽约打uber好不容易12点赶到了甩我一份最新的办理文件程序：先去找地保官，再去找公证员，再去务卿办公室，最后才把所有文件带来大使馆，我就想问句nmsl？你2点半关门，这么重要的东西官网完全没提示，每个地方都要先打uber再排队，你真的以为每个海外中国人都住纽约？还是你觉得留学生可以周一周五随便翘课飞纽约住酒店来搞你这东西？多少中国人都是被你们这样坑了？这个整套行程mdzz你们给报销吗？,大使馆是真真真真真真真真真的傻逼，2年前起码可以占线等40分钟等到一个人工服务，现在4个电话号码直接都打不通，邮件也不回，资料按官网要求打印齐了，9点飞机飞纽约打u逼er好不容易12点赶到了甩我一份最新的办理文件程序：先去找地保官，再去找公证员，再去务卿办公室，最后才把所有文件带来大使馆，我就想问句你妈死了？你2点半关门，这么重要的东西官网完全没提示，每个地方都要先打u逼er再排队，你真的以为每个海外中国人都住纽约？还是你觉得留学生可以周一周五随便翘课飞纽约住酒店来搞你这东西？多少中国人都是被你们这样坑了？这个整套行程妈的智障你们给报销吗？,1,"[""779""]",mdzz -> 妈的智障,train
codedlang:301:01,Crowd-AI-Lab/CodedLang,301,美眉,美眉,美眉,mei mei,妹妹,妹妹,mei mei,mei mei,mei mei,mei mei,mei mei,否,[],official_dictionary_casefold,非词汇同音词,ambiguous_homophone,mei3 mei2,mei4 mei4,mei̯˧˩˧ mei̯˧˥,mei̯˥˩ mei̯˥˩,好，环境舒适，吃喝购物休息一应俱全，喜欢逛商场的美眉可以开心地逛一天。不过，里面空调开得很大，记得穿件外套啊。,好，环境舒适，吃喝购物休息一应俱全，喜欢逛商场的妹妹可以开心地逛一天。不过，里面空调开得很大，记得穿件外套啊。,1,"[""301""]",美眉 -> 妹妹,train
codedlang:60:04,Crowd-AI-Lab/CodedLang,60,妹纸,妹纸,妹纸,mei zhi,妹子,妹子,mei zi,mei ʈʂɻ̩,mei ʈʂɻ̩,mei tsɹ̩,mei tsɹ̩,否,[],official_dictionary_casefold,非词汇同音词,"non_lexical_homophone, phonetic",mei4 zhi3,mei4 zi,mei̯˥˩ ʈʂɻ̩˧˩˧,mei̯˥˩ tsɹ̩,Best Chinese food in Hawaii！  对于中国人来讲，吃，应该是人生中最重要的事情了！大家见面都喜欢问：吃了吗？与吃相关的词汇更是数不胜数：吃豆腐、吃官司、吃不了兜着走、吃一堑长一智、吃里扒外...不过这些与真正的吃都没啥联系。现在中国大江南北、长城内外，各大菜系的餐厅应该都开得琳琅满目，街边小吃也数不胜数。不过从美食小吃的品种、数量、味道及受欢迎程度上来看，还是以发源于南方的美食小吃占主导，特别是来自巴蜀大地的。八大菜系里也只有鲁菜是发源于北方的。其实这也是有原因的，个人愚见：首先南方的物产肯定是比北方要丰富，其次北方历史上不是天灾就是人祸的，民众能够填饱肚子都算不错了，哪儿有那么多闲情逸致向南方人那样研究吃的啊。  对于生活在海外的很多中国人来讲，吃，应该也算是最痛苦的事情了。除了洛杉矶那些遍地地道中餐的城市以及啃汉堡面包也能度日的亲。很多中国人到了国外，可能当地的语言没有学好，但是厨艺肯定突飞猛进了。还好我在国内时，厨艺还算过意得去，来夏威夷一切也就艰苦奋斗、自力更生了，唐人街能够买到酱油、醋、豆瓣酱及其它基本的香料和调料 ，除了花椒需要从成都带来夏威夷。之前夏威夷几乎难觅到好吃的中餐，多是菜做得都不咋正宗店面装修得破破烂烂的广东餐厅为主，这些餐厅都喜欢夹杂着卖点儿厨艺还不如我的川菜等其它菜系的菜，就不好好干自己的老本行，你说这东西能做的好吃吗。美国的很多所谓的中餐还是韩国人开的，有的炒菜的厨师还tmd墨西哥人，而很多日本拉面店啥的都是中国人开的。  上前年的时候，夏威夷才开了一间环境及菜品都还不错的小肥羊火锅店，也终算是有了一间拿得出手可以给中国人长点儿脸的中餐厅了。虽然很多国内来的客人都说小肥羊在中国不好吃也都快开不下去，不过夏威夷的小肥羊生意却异常的好，基本上都需要排队。这是为何？因为现在夏威夷生活的中国人及来旅游的中国人真不少，但是拿得出手的中餐真是寥寥无几。以前都不敢带日本妹纸吃Chinese Food，味道都是其次，多数餐厅的环境太tm吓人，怕给中国人丢脸。不管在国内还是国外，很多中餐厅给人的感觉就是脏乱破，都不知道经营者是咋想的，就舍不得把环境卫生弄好一点，再看看人家日本人韩国人的餐厅就要好很多，中餐油烟大不是理由。还有夏威夷有钱的中国人也真不少，也没见有人开间环境等方面好一些的超市，中国人开的破破烂烂的超市都在破破烂烂满街流浪汉的唐人街，而很多人是几乎不会涉足这片区域的。这就是中国人及其事物给外界的一面形象！  去年夏威夷是终于开了一间菜品味道及环境卫生都很好的川菜餐厅：滋味成都。该餐厅虽然面积不大，但是菜品还是比较丰富味道也非常的地道，实属难得。川菜在日本算是属于非常受欢迎的，不过做得都太TM日式，带日本妹纸吃滋味成都，她们都觉得是她们此生吃过的最好吃的Chinese Food。滋味成都在洛杉矶算是非常出名的，生意也非常的好。以前每次去洛杉矶，一下了飞机就直接开车去店门口拍长队(⊙﹏⊙)b，理解吃货的苦衷。所以滋味成都在夏威夷一开，我就几乎没有咋在家里做饭了。每个周都会造访几次，除了自己对麻辣鲜香的需求外，更多的是带客人去改善伙食，O(∩_∩)O~ 以前遇到有的客人对我的要求是：每天玩儿都是其次，每顿要求吃中餐! 以前还确实比较难办，不过现在这个问题已经解决，有的客人在夏威夷旅游几天，几乎每天都会到滋味成都吃饭。有的人可能会说，到国外就应该吃当地的食物，坚决不会吃中餐。其实也是可以理解的，像我这种虽然在国外生活了多年的人，到了像纽约洛杉矶费城等这些大城市，我做的第一件事情肯定也是找中餐厅，特别是川菜。老外的食物除了品种少外，很多东西真是第一口好吃第二口腻第三口就想吐了，对于可以天天顿顿啃面包度日的老外，吃一顿我们觉得特难吃的美式中餐他们都已经觉得够幸福了！所以很多人的心是米国心，胃永远是中国胃！,Best Chinese food in Hawaii！  对于中国人来讲，吃，应该是人生中最重要的事情了！大家见面都喜欢问：吃了吗？与吃相关的词汇更是数不胜数：吃豆腐、吃官司、吃不了兜着走、吃一堑长一智、吃里扒外...不过这些与真正的吃都没啥联系。现在中国大江南北、长城内外，各大菜系的餐厅应该都开得琳琅满目，街边小吃也数不胜数。不过从美食小吃的品种、数量、味道及受欢迎程度上来看，还是以发源于南方的美食小吃占主导，特别是来自巴蜀大地的。八大菜系里也只有鲁菜是发源于北方的。其实这也是有原因的，个人愚见：首先南方的物产肯定是比北方要丰富，其吃北方历史上不是天灾就是人祸的，民众能够填饱肚子都算不错了，哪儿有那么多闲情逸致向南方人那样研究吃的啊。  对于生活在海外的很多中国人来讲，吃，应该也算是最痛苦的事情了。除了洛杉矶那些遍地地道中餐的城市以及啃汉堡面包也能度日的亲。很多中国人到了国外，可能当地的语言没有学好，但是厨艺肯定突飞猛进了。还好我在国内时，厨艺还算过意得去，来夏威夷一切也就艰苦奋斗、自力更生了，唐人街能够买到酱油、醋、豆瓣酱及其它基本的香料和调料 ，除了花椒需要从成都带来夏威夷。之前夏威夷几乎难觅到好吃的中餐，多是菜做得都不咋正宗店面装修得破破烂烂的广东餐厅为主，这些餐厅都喜欢夹杂着卖点儿厨艺还不如我的川菜等其它菜系的菜，就不好好干自己的老本行，你说这东西能做的好吃吗。美国的很多所谓的中餐还是韩国人开的，有的炒菜的厨师还他妈的墨西哥人，而很多日本拉面店啥的都是中国人开的。  上前年的时候，夏威夷才开了一间环境及菜品都还不错的小肥羊火锅店，也终算是有了一间拿得出手可以给中国人长点儿脸的中餐厅了。虽然很多国内来的客人都说小肥羊在中国不好吃也都快开不下去，不过夏威夷的小肥羊生意却异常的好，基本上都需要排队。这是为何？因为现在夏威夷生活的中国人及来旅游的中国人真不少，但是拿得出手的中餐真是寥寥无几。以前都不敢带日本妹子吃Chinese Food，味道都是其吃，多数餐厅的环境太他妈吓人，怕给中国人丢脸。不管在国内还是国外，很多中餐厅给人的感觉就是脏乱破，都不知道经营者是咋想的，就舍不得把环境卫生弄好一点，再看看人家日本人韩国人的餐厅就要好很多，中餐油烟大不是理由。还有夏威夷有钱的中国人也真不少，也没见有人开间环境等方面好一些的超市，中国人开的破破烂烂的超市都在破破烂烂满街流浪汉的唐人街，而很多人是几乎不会涉足这片区域的。这就是中国人及其事物给外界的一面形象！  去年夏威夷是终于开了一间菜品味道及环境卫生都很好的川菜餐厅：滋味成都。该餐厅虽然面积不大，但是菜品还是比较丰富味道也非常的地道，实属难得。川菜在日本算是属于非常受欢迎的，不过做得都太他妈日式，带日本妹子吃滋味成都，她们都觉得是她们此生吃过的最好吃的Chinese Food。滋味成都在洛杉矶算是非常出名的，生意也非常的好。以前每吃去洛杉矶，一下了飞机就直接开车去店门口拍长队(⊙﹏⊙)逼，理解吃货的苦衷。所以滋味成都在夏威夷一开，我就几乎没有咋在家里做饭了。每个周都会造访几吃，除了自己对麻啦鲜香的需求外，更多的是带客人去改善伙食，O(∩_∩)O~ 以前遇到有的客人对我的要求是：每天玩儿都是其吃，每顿要求吃中餐! 以前还确实比较难办，不过现在这个问题已经解决，有的客人在夏威夷旅游几天，几乎每天都会到滋味成都吃饭。有的人可能会说，到国外就应该吃当地的食物，坚决不会吃中餐。其实也是可以理解的，像我这种虽然在国外生活了多年的人，到了像纽约洛杉矶费城等这些大城市，我做的第一件事情肯定也是找中餐厅，特别是川菜。老外的食物除了品种少外，很多东西真是第一口好吃第二口腻第三口就想吐了，对于可以天天顿顿啃面包度日的老外，吃一顿我们觉得特难吃的美式中餐他们都已经觉得够幸福了！所以很多人的心是美国心，胃永远是中国胃！,6,"[""60"", ""277"", ""349"", ""393"", ""399"", ""454""]",妹纸 -> 妹子,train
codedlang:368:01,Crowd-AI-Lab/CodedLang,368,集美,集美,集美,ji mei,姐妹,姐妹,jie mei,tɕi mei,tɕi mei,tɕiɛ mei,tɕiɛ mei,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,ji2 mei3,jie3 mei4,tɕi˧˥ mei̯˧˩˧,tɕje˧˩˧ mei̯˥˩,在法拉盛很好玩的地方，娃娃店好可爱，整个店粉色系装饰很可爱适合集美们来打卡拍照📷$1抓一次，娃娃不但很好抓而且店员小哥很nice 都会帮忙摆好位置。 我们抓了15个 可以换了一个超大抱枕。p,在法拉盛很好玩的地方，娃娃店好可爱，整个店粉色系装饰很可爱适合姐妹们来打卡拍照📷$1抓一吃，娃娃不但很好抓而且店员小哥很nice 都会帮忙摆好位置。 我们抓了15个 可以换了一个超大抱枕。p,1,"[""368""]",集美 -> 姐妹,train
codedlang:40:01,Crowd-AI-Lab/CodedLang,40,菇凉,菇凉,菇凉,gu liang,姑娘,姑娘,gu niang,ku liɑŋ,ku liɑŋ,ku niɑŋ,ku niɑŋ,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,gu1 liang2,gu1 niang2,ku˥ lja˧˥ŋ,ku˥ nja˧˥ŋ,气死宝宝了.小菇凉把我电话接来放旁边 .给别人点餐.接别人电话.让我10分钟在打过来说这会忙.还说是已事同人.我一大把年纪了被气坏了😭😭😭,气死宝宝了.小姑娘把我电话接来放旁边 .给别人点餐.接别人电话.让我10分钟在打过来说这会忙.还说是已事同人.我一大把年纪了被气坏了😭😭😭,1,"[""40""]",菇凉 -> 姑娘,train
codedlang:416:02,Crowd-AI-Lab/CodedLang,416,v5,v5,v五,v wu,威武,威武,wei wu,y u,y u,uei u,uei u,否,[],official_dictionary_casefold,语音替代,"ambiguous_homophone, phonetic",v wu3,wei1 wu3,ˈvi u˧˩˧,wei̯˥ u˧˩˧,前几年来这里吃 感觉一般 这次有震惊到我. 小姐姐的服务炒鸡好 人也很温柔 扒虾小能手 。joan小姐姐v5 给小姐姐摇旗,前几年来这里吃 感觉一般 这吃有震惊到我. 小姐姐的服务超级好 人也很温柔 扒虾小能手 。joan小姐姐威武 给小姐姐摇旗,1,"[""416""]",v5 -> 威武,train
codedlang:608:02,Crowd-AI-Lab/CodedLang,608,小标子曼,小标子曼,小标子曼,xiao biao zi man,小婊子们,小婊子们,xiao biao zi men,ɕiɑʊ piɑʊ tsɹ̩ man,ɕiɑʊ piɑʊ tsɹ̩ man,ɕiɑʊ piɑʊ tsɹ̩ mən,ɕiɑʊ piɑʊ tsɹ̩ mən,否,[],official_dictionary_casefold,非词汇同音词,"non_lexical_homophone, phonetic",xiao3 biao1 zi man4,xiao3 biao3 zi men,ɕjau̯˧˩˧ pjau̯˥ tsɹ̩ ma˥˩n,ɕjau̯˧˩˧ pjau̯˧˩˧ tsɹ̩ mən,不爱干服务员就别干啊，跟欠gan一样，小标子曼。sb,不爱干服务员就别干啊，跟欠干一样，小婊子们。傻逼,1,"[""608""]",小标子曼 -> 小婊子们,train
codedlang:486:01,Crowd-AI-Lab/CodedLang,486,骚年,骚年,骚年,sao nian,少年,少年,shao nian,sɑʊ niɛn,sɑʊ niɛn,ʂɑʊ niɛn,ʂɑʊ niɛn,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,sao1 nian2,shao4 nian2,sau̯˥ njɛ˧˥n,ʂau̯˥˩ njɛ˧˥n,国家公园里唯一一个有免费WiFi的地方，骚年，你懂的,国家公园里唯一一个有免费WiFi的地方，少年，你懂的,1,"[""486""]",骚年 -> 少年,train
codedlang:879:02,Crowd-AI-Lab/CodedLang,879,94,94,九四,jiu si,就是,就是,jiu shi,tɕiou sɹ̩,tɕiou sɹ̩,tɕiou ʂɻ̩,tɕiou ʂɻ̩,否,[],official_dictionary_casefold,歧义同音词,"ambiguous_homophone, non_lexical_homophone",jiu3 si4,jiu4 shi4,tɕjou̯˧˩˧ sɹ̩˥˩,tɕjou̯˥˩ ʂɻ̩˥˩,[厲害了！這個巢。]  喝咖灰好潮，喝的俺都濕了。  在藍瓶咖啡被矽谷文青熱情愛戴的時刻，藍瓶創辦人說了他的藍色野望：要做精品咖啡裡面的星巴克，其中的意義呢大家可能沒有仔細思考，容我翻譯翻譯，星巴克毫無疑問的是跨國連鎖品牌系統的強者，從視覺環境到產品的品質有高度的標準化，這個時候星巴克是連鎖食品公司；在全球展店以後用點數卡吸金轉投資提高企業獲利，這個時期星巴克是財務金融公司；建立鋪天蓋地的綠色海妖形象以後，衍生海量的紀念品產線與投資各種老屋咖啡特殊店，這個時期星巴克是藝術文創公司；眼下現值頂天，把公司賣給了雀巢這樣的超級規模商品供應商，這個時候星巴克是個獲利了結的創投公司。  回頭看看藍瓶咖啡的創業野望，跟提早一步被雀巢收購，藍瓶咖啡以小搏大，快速掠取投資者目光，獲利了結出場，實在是超越並且大勝星巴克，聽到這裡有沒有很納悶？這一切的一切，不管是全球連鎖龍頭或者文青熱愛的打卡直播聖地，最後都買給了惡名昭彰記錄欠佳的國際食品巨擘，事實是沒人在乎你在乎的咖啡，網美在乎直播收了多少禮物，網紅盯著手機看看自己的粉絲頁日報表，咖啡只是一種期貨，讓企業玩來玩去的那種。 藍瓶從來都是地地道道的生意人，他們清楚的知道店面的美觀遠比咖啡的美味重要，網美網紅就算沒把咖啡喝完也會拿著LOGO打卡，所以他們根本不是精品咖啡裡面的星巴克，他們是文青咖啡店裡面的獅子會跟扶輪社，懂？沒關係，人生很難，生意很簡單，有人買單就是生意，有企業能夠整碗端走94狂，能夠獲利了結安全下莊的人才能笑著離開，下次還有人說他要做什麼什麼產業的什麼什麼代表，也許人家在乎的不是你在乎的事，請不要入戲太深，喝杯咖啡而已，數數鈔票罷了。  要做藝術節的鼎泰豐有沒有戲呢？還是做設計界的costco有局嗎？還是做文創界的金正恩呢？人生好難，做決定最難。  文青以後改稱巢青好了，又文又潮，雙效合一。  #Bluebottle #Starbucks #hipster #coffee #enterprises #cooperation #Theycareshits #theydontcareaboutyou #數鈔票 #滑動態 #扶輪社 #獅子會 #連鎖超商 #聯合壟斷 #裁判跟球員都是我的人 #星巴克 #藍瓶咖啡 #雀巢食品 #名譽超差 #聞氫哥哥誰理你 #文青 #網美 #網紅 #網肥 #巢青 #打卡 #把不到妹妹就把頭 #翻譯翻譯 #惡龍還有惡人騎 #咖啡是拳頭濃縮是k1 #coffeebreak #Taipei #coffee #Taiwan #coffeeholic #espresso #Ristretto #LocalGuides #小甜甜哥白尼 #木柵奧利佛 #野人掀鋪 #臉怕出油豬怕肥 #人生很短進度要趕 #五分熟男塾 #學有所終食無止盡,[厲害了！這個巢。]  喝咖啡好潮，喝的俺都濕了。  在藍瓶咖啡被矽谷文青熱情愛戴的時刻，藍瓶創辦人說了他的藍色野望：要做精品咖啡裡面的星巴克，其中的意義呢大家可能沒有仔細思考，容我翻譯翻譯，星巴克毫無疑問的是跨國連鎖品牌系統的強者，從視覺環境到產品的品質有高度的標準化，這個時候星巴克是連鎖食品公司；在全球展店以後用點數卡吸金轉投資提高企業獲利，這個時期星巴克是財務金融公司；建立鋪天蓋地的綠色海妖形象以後，衍生海量的紀念品產線與投資各種老屋咖啡特殊店，這個時期星巴克是藝術文創公司；眼下現值頂天，把公司賣給了雀巢這樣的超級規模商品供應商，這個時候星巴克是個獲利了結的創投公司。  回頭看看藍瓶咖啡的創業野望，跟提早一步被雀巢收購，藍瓶咖啡以小搏大，快速掠取投資者目光，獲利了結出場，實在是超越並且大勝星巴克，聽到這裡有沒有很納悶？這一切的一切，不管是全球連鎖龍頭或者文青熱愛的打卡直播聖地，最後都買給了惡名昭彰記錄欠佳的國際食品巨擘，事實是沒人在乎你在乎的咖啡，網美在乎直播收了多少禮物，網紅盯著手機看看自己的粉絲頁日報表，咖啡只是一種期貨，讓企業玩來玩去的那種。 藍瓶從來都是地地道道的生意人，他們清楚的知道店面的美觀遠比咖啡的美味重要，網美網紅就算沒把咖啡喝完也會拿著LOGO打卡，所以他們根本不是精品咖啡裡面的星巴克，他們是文青咖啡店裡面的獅子會跟扶輪社，懂？沒關係，人生很難，生意很簡單，有人買單就是生意，有企業能夠整碗端走就是狂，能夠獲利了結安全下莊的人才能笑著離開，下吃還有人說他要做什麼什麼產業的什麼什麼代表，也許人家在乎的不是你在乎的事，請不要入戲太深，喝杯咖啡而已，數數鈔票罷了。  要做藝術節的鼎泰豐有沒有戲呢？還是做設計界的costco有局嗎？還是做文創界的金正恩呢？人生好難，做決定最難。  文青以後改稱巢青好了，又文又潮，雙效合一。  #Blue逼ottle #Star逼ucks #hipster #coffee #enterprises #cooperation #Theycare屎ts #theydontcarea逼outyou #數鈔票 #滑動態 #扶輪社 #獅子會 #連鎖超商 #聯合壟斷 #裁判跟球員都是我的人 #星巴克 #藍瓶咖啡 #雀巢食品 #名譽超差 #聞氫哥哥誰理你 #文青 #網美 #網紅 #網肥 #巢青 #打卡 #把不到妹妹就把頭 #翻譯翻譯 #惡龍還有惡人騎 #咖啡是拳頭濃縮是k1 #coffee逼reak #Taipei #coffee #Taiwan #coffeeholic #espresso #Ristretto #LocalGuides #小甜甜哥白尼 #木柵奧利佛 #野人掀鋪 #臉怕出油豬怕肥 #人生很短進度要趕 #五分熟男塾 #學有所終食無止盡,1,"[""879""]",94 -> 就是,train
