fragment_id,source_row_id,variant_fragment_raw,variant_fragment_normalized,phonetic_text,pinyin_reading,canonical_fragment,canonical_phonetic_text,canonical_pinyin_reading,canonical_ipa,canonical_ipa_candidate,canonical_needs_manual_review,canonical_manual_review_reasons,ipa,ipa_candidate,needs_manual_review,manual_review_reasons,normalization_rules,macro_category,category,original_variant_text,original_canonical_text
toxicloakcn_homophone_keyword_003161#1:02,toxicloakcn_homophone_keyword_003161#1,难桶,难桶,难桶,nan2 tong3,男同,男同,nan2 tong2,nan˧˥ tʰʊŋ˧˥,nan˧˥ tʰʊŋ˧˥,否,,nan˧˥ tʰʊŋ˨˩˦,nan˧˥ tʰʊŋ˨˩˦,否,,[],拟音,非词汇同音词,我感觉你了解，我感觉写那些的人也不理解，真正可以研究同性恋是什么的元因应该是当事人去研究更好，一个正常取向的人是无法去研究同性者的存在，就好比你相信人有灵魂的说法一样啊。同性者就好比一个身体和灵魂不匹配。他们也是不幸的，比如难桶我猜也不是见一个喜欢一个，应该就和正常人去喜欢一个人一样有感觉的吧。,我感觉你了解，我感觉写那些的人也不理解，真正可以研究同性恋是什么的原因应该是当事人去研究更好，一个正常取向的人是无法去研究同性者的存在，就好比你相信人有灵魂的说法一样啊。同性者就好比一个身体和灵魂不匹配。他们也是不幸的，比如男同我猜也不是见一个喜欢一个，应该就和正常人去喜欢一个人一样有感觉的吧。
toxicloakcn_emoji_keyword_002868#1:01,toxicloakcn_emoji_keyword_002868#1,气大活好,气大活好,气大活好,qi4 da4 huo2 hao3,器大活好,器大活好,qi4 da4 huo2 hao3,tɕʰi˥˩ ta˥˩ xuɔ˧˥ xɑʊ˨˩˦,tɕʰi˥˩ ta˥˩ xuɔ˧˥ xɑʊ˨˩˦,否,,tɕʰi˥˩ ta˥˩ xuɔ˧˥ xɑʊ˨˩˦,tɕʰi˥˩ ta˥˩ xuɔ˧˥ xɑʊ˨˩˦,否,,[],拟音,歧义同音词,气大活好哦，调侃一下,器大活好哦，调侃一下
toxicloakcn_homophone_keyword_002006#1:01,toxicloakcn_homophone_keyword_002006#1,蜱判,蜱判,蜱判,pi2 pan4,批判,批判,pi1 pan4,pʰi˥ pʰan˥˩,pʰi˥ pʰan˥˩,否,,pʰi˧˥ pʰan˥˩,pʰi˧˥ pʰan˥˩,否,,[],拟音,非词汇同音词,他们之所以态度决绝，像是蜱判，是想把这姑娘骂醒。大家都看到了前面是个悬崖，就是铁了心要跳。劝了没用，那就只能骂了。最后的不幸也就姑娘自己体验了。,他们之所以态度决绝，像是批判，是想把这姑娘骂醒。大家都看到了前面是个悬崖，就是铁了心要跳。劝了没用，那就只能骂了。最后的不幸也就姑娘自己体验了。
toxicloakcn_homophone_keyword_000087#1:01,toxicloakcn_homophone_keyword_000087#1,p不放一个,p不放一个,p不放一个,p bu4 fang4 yi2 ge4,屁不放一个,屁不放一个,pi4 bu4 fang4 yi2 ge4,pʰi˥˩ pu˥˩ fɑŋ˥˩ i˧˥ kɤ˥˩,pʰi˥˩ pu˥˩ fɑŋ˥˩ i˧˥ kɤ˥˩,否,,pˈiː pu˥˩ fɑŋ˥˩ i˧˥ kɤ˥˩,pˈiː pu˥˩ fɑŋ˥˩ i˧˥ kɤ˥˩,否,,[],拟音,语音符号替代,因为知乎上自称歧视黑人的中国南方人只嘴炮，现实见到黑人p不放一个，而白人歧视黑人不网上歧视，在现实见到黑人常常敢动手,因为知乎上自称歧视黑人的中国南方人只嘴炮，现实见到黑人屁不放一个，而白人歧视黑人不网上歧视，在现实见到黑人常常敢动手
toxicloakcn_emoji_keyword_002737#1:01,toxicloakcn_emoji_keyword_002737#1,⭕因,⭕因,⭕因,⭕ yin1,原因,原因,yuan2 yin1,yɛn˧˥ in˥,yɛn˧˥ in˥,否,,,in˥,是,unresolved_symbol_or_digit,[],拟音,表情符号替换,最近挺热闹啊，是不是放暑假的⭕因使得一些反某某歧视的多了起来,最近挺热闹啊，是不是放暑假的原因使得一些反某某歧视的多了起来
toxicloakcn_homophone_keyword_001875#1:01,toxicloakcn_homophone_keyword_001875#1,亩人,亩人,亩人,mu3 ren2,母人,母人,mu3 ren2,mu˨˩˦ ɻən˧˥,mu˨˩˦ ɻən˧˥,否,,mu˨˩˦ ɻən˧˥,mu˨˩˦ ɻən˧˥,否,,[],拟音,非词汇同音词,亩人已经很可怜了，色情上服务男性，穿暴露会被指点，婚前破了是没贞操，力气小，参政更少，孩子还大部分跟男方姓,母人已经很可怜了，色情上服务男性，穿暴露会被指点，婚前破了是没贞操，力气小，参政更少，孩子还大部分跟男方姓
toxicloakcn_homophone_keyword_002165#1:01,toxicloakcn_homophone_keyword_002165#1,女全,女全,女全,nv3 quan2,女拳,女拳,nv3 quan2,ny˨˩˦ tɕʰyɛn˧˥,ny˨˩˦ tɕʰyɛn˧˥,否,,ny˨˩˦ tɕʰyɛn˧˥,ny˨˩˦ tɕʰyɛn˧˥,否,,[],拟音,非词汇同音词,因为女全绝大多数人腿上都有个♠️,因为女拳绝大多数人腿上都有个♠️
toxicloakcn_homophone_keyword_004210#1:01,toxicloakcn_homophone_keyword_004210#1,反钙吧,反钙吧,反钙吧,fan3 gai4 ba,反gay吧,反gay吧,fan3 gay ba,fan˨˩˦ ɡˈeɪ pa,fan˨˩˦ ɡˈeɪ pa,否,,fan˨˩˦ kai˥˩ pa,fan˨˩˦ kai˥˩ pa,否,,[],拟音,跨语言语音编码（含方言，可称非普通话音近）,我记得你是反钙吧的,我记得你是反gay吧的
toxicloakcn_homophone_keyword_001939#1:01,toxicloakcn_homophone_keyword_001939#1,杀乱,杀乱,杀乱,sha1 luan4,傻卵,傻卵,sha3 luan3,ʂa˨˩˦ luan˨˩˦,ʂa˨˩˦ luan˨˩˦,否,,ʂa˥ luan˥˩,ʂa˥ luan˥˩,否,,[],拟音,非词汇同音词,这种空间自我介绍有一个算一个杀乱,这种空间自我介绍有一个算一个傻卵
toxicloakcn_homophone_keyword_004111#1:01,toxicloakcn_homophone_keyword_004111#1,东北人ba,东北人ba,东北人ba,dong1 bei3 ren2 ba,东北人吧,东北人吧,dong1 bei3 ren2 ba,tʊŋ˥ pei˨˩˦ ɻən˧˥ pa,tʊŋ˥ pei˨˩˦ ɻən˧˥ pa,否,,tʊŋ˥ pei˨˩˦ ɻən˧˥ pa,tʊŋ˥ pei˨˩˦ ɻən˧˥ pa,否,,[],拟音,语音符号替代,你是东北人ba,你是东北人吧
toxicloakcn_homophone_keyword_001715#1:01,toxicloakcn_homophone_keyword_001715#1,喜融,喜融,喜融,xi3 rong2,西戎,西戎,xi1 rong2,ɕi˥ ɻʊŋ˧˥,ɕi˥ ɻʊŋ˧˥,否,,ɕi˨˩˦ ɻʊŋ˧˥,ɕi˨˩˦ ɻʊŋ˧˥,否,,[],拟音,非词汇同音词,喜融 被地 难满 东移，没一个是好听的。只有我大中元人杰地灵??,西戎 北狄 南蛮 东夷，没一个是好听的。只有我大中原人杰地灵??
toxicloakcn_homophone_keyword_001715#1:02,toxicloakcn_homophone_keyword_001715#1,被地,被地,被地,bei4 di4,北狄,北狄,bei3 di2,pei˨˩˦ ti˧˥,pei˨˩˦ ti˧˥,否,,pei˥˩ ti˥˩,pei˥˩ ti˥˩,否,,[],拟音,非词汇同音词,喜融 被地 难满 东移，没一个是好听的。只有我大中元人杰地灵??,西戎 北狄 南蛮 东夷，没一个是好听的。只有我大中原人杰地灵??
toxicloakcn_homophone_keyword_001715#1:03,toxicloakcn_homophone_keyword_001715#1,难满,难满,难满,nan2 man3,南蛮,南蛮,nan2 man2,nan˧˥ man˧˥,nan˧˥ man˧˥,否,,nan˧˥ man˨˩˦,nan˧˥ man˨˩˦,否,,[],拟音,非词汇同音词,喜融 被地 难满 东移，没一个是好听的。只有我大中元人杰地灵??,西戎 北狄 南蛮 东夷，没一个是好听的。只有我大中原人杰地灵??
toxicloakcn_homophone_keyword_001715#1:04,toxicloakcn_homophone_keyword_001715#1,东移,东移,东移,dong1 yi2,东夷,东夷,dong1 yi2,tʊŋ˥ i˧˥,tʊŋ˥ i˧˥,否,,tʊŋ˥ i˧˥,tʊŋ˥ i˧˥,否,,[],拟音,非词汇同音词,喜融 被地 难满 东移，没一个是好听的。只有我大中元人杰地灵??,西戎 北狄 南蛮 东夷，没一个是好听的。只有我大中原人杰地灵??
toxicloakcn_homophone_keyword_001715#1:05,toxicloakcn_homophone_keyword_001715#1,大中元,大中元,大中元,da4 zhong1 yuan2,大中原,大中原,da4 zhong1 yuan2,ta˥˩ ʈʂʊŋ˥ yɛn˧˥,ta˥˩ ʈʂʊŋ˥ yɛn˧˥,否,,ta˥˩ ʈʂʊŋ˥ yɛn˧˥,ta˥˩ ʈʂʊŋ˥ yɛn˧˥,否,,[],拟音,非词汇同音词,喜融 被地 难满 东移，没一个是好听的。只有我大中元人杰地灵??,西戎 北狄 南蛮 东夷，没一个是好听的。只有我大中原人杰地灵??
toxicloakcn_homophone_keyword_002412#1:01,toxicloakcn_homophone_keyword_002412#1,这购,这购,这购,zhe4 gou4,这狗,这狗,zhe4 gou3,ʈʂɤ˥˩ koʊ˨˩˦,ʈʂɤ˥˩ koʊ˨˩˦,否,,ʈʂɤ˥˩ koʊ˥˩,ʈʂɤ˥˩ koʊ˥˩,否,,[],拟音,歧义同音词,这购知道那些小购是它的孩子吗？真是它的孩子吗？？？,这狗知道那些小狗是它的孩子吗？真是它的孩子吗？？？
toxicloakcn_homophone_keyword_002412#1:02,toxicloakcn_homophone_keyword_002412#1,小购,小购,小购,xiao3 gou4,小狗,小狗,xiao3 gou3,ɕiɑʊ˨˩˦ koʊ˨˩˦,ɕiɑʊ˨˩˦ koʊ˨˩˦,否,,ɕiɑʊ˨˩˦ koʊ˥˩,ɕiɑʊ˨˩˦ koʊ˥˩,否,,[],拟音,歧义同音词,这购知道那些小购是它的孩子吗？真是它的孩子吗？？？,这狗知道那些小狗是它的孩子吗？真是它的孩子吗？？？
toxicloakcn_emoji_keyword_001316#1:01,toxicloakcn_emoji_keyword_001316#1,有I不能见人,有I不能见人,有I不能见人,you3 I bu4 neng2 jian4 ren2,有艾不能见人,有艾不能见人,you3 ai4 bu4 neng2 jian4 ren2,joʊ˨˩˦ ai˥˩ pu˥˩ nɤŋ˧˥ tɕiɛn˥˩ ɻən˧˥,joʊ˨˩˦ ai˥˩ pu˥˩ nɤŋ˧˥ tɕiɛn˥˩ ɻən˧˥,否,,joʊ˨˩˦ i pu˥˩ nɤŋ˧˥ tɕiɛn˥˩ ɻən˧˥,joʊ˨˩˦ i pu˥˩ nɤŋ˧˥ tɕiɛn˥˩ ɻən˧˥,否,,[],拟音,语音符号替代,你是自卑没有自信还是有I不能见人吗？看看某基佬也不会蒙面穿衣服发照了,你是自卑没有自信还是有艾滋病不能见人吗？看看某基佬也不会蒙面穿衣服发照了
toxicloakcn_homophone_keyword_000717#1:01,toxicloakcn_homophone_keyword_000717#1,也不是一定纯,也不是一定纯,也不是一定纯,ye3 bu2 shi4 yi2 ding4 chun2,也不是一定蠢,也不是一定蠢,ye3 bu2 shi4 yi2 ding4 chun3,jɛ˨˩˦ pu˧˥ ʂɻ̩˥˩ i˧˥ tiŋ˥˩ ʈʂʰuən˨˩˦,jɛ˨˩˦ pu˧˥ ʂɻ̩˥˩ i˧˥ tiŋ˥˩ ʈʂʰuən˨˩˦,否,,jɛ˨˩˦ pu˧˥ ʂɻ̩˥˩ i˧˥ tiŋ˥˩ ʈʂʰuən˧˥,jɛ˨˩˦ pu˧˥ ʂɻ̩˥˩ i˧˥ tiŋ˥˩ ʈʂʰuən˧˥,否,,[],拟音,歧义同音词,先不说是不是全世界都反华，就算人家真的坏，也不是一定纯啊。人家有好东西，有些东西比自己的好，干嘛不学，马克思还是德国人呢，德国还是二战战败国呢，不还是学了？？9年义务教育呢？,先不说是不是全世界都反华，就算人家真的坏，也不是一定蠢啊。人家有好东西，有些东西比自己的好，干嘛不学，马克思还是德国人呢，德国还是二战战败国呢，不还是学了？？9年义务教育呢？
toxicloakcn_homophone_keyword_002367#1:01,toxicloakcn_homophone_keyword_002367#1,女全,女全,女全,nv3 quan2,女拳,女拳,nv3 quan2,ny˨˩˦ tɕʰyɛn˧˥,ny˨˩˦ tɕʰyɛn˧˥,否,,ny˨˩˦ tɕʰyɛn˧˥,ny˨˩˦ tɕʰyɛn˧˥,否,,[],拟音,非词汇同音词,微博女全什么成分大家都知道的吧，“对啊对啊女的脑子里也就那点东西了”,微博女拳什么成分大家都知道的吧，“对啊对啊女的脑子里也就那点东西了”
toxicloakcn_homophone_keyword_002023#1:01,toxicloakcn_homophone_keyword_002023#1,女全国,女全国,女全国,nv3 quan2 guo2,女拳国,女拳国,nv3 quan2 guo2,ny˨˩˦ tɕʰyɛn˧˥ kuɔ˧˥,ny˨˩˦ tɕʰyɛn˧˥ kuɔ˧˥,否,,ny˨˩˦ tɕʰyɛn˧˥ kuɔ˧˥,ny˨˩˦ tɕʰyɛn˧˥ kuɔ˧˥,否,,[],拟音,非词汇同音词,仙女在世界第一女全国享有犯罪豁免权，二等男人就别叽叽歪歪了。女全国怎么可能有公平的法律。,仙女在世界第一女拳国享有犯罪豁免权，二等男人就别叽叽歪歪了。女拳国怎么可能有公平的法律。
toxicloakcn_homophone_keyword_001125#1:01,toxicloakcn_homophone_keyword_001125#1,黑购,黑购,黑购,hei1 gou4,黑狗,黑狗,hei1 gou3,xei˥ koʊ˨˩˦,xei˥ koʊ˨˩˦,否,,xei˥ koʊ˥˩,xei˥ koʊ˥˩,否,,[],拟音,歧义同音词,只有涤清圣土桖洗黑购，才能延续文明,只有涤清圣土桖洗黑狗，才能延续文明
toxicloakcn_emoji_keyword_003371#1:01,toxicloakcn_emoji_keyword_003371#1,⭕因,⭕因,⭕因,⭕ yin1,原因,原因,yuan2 yin1,yɛn˧˥ in˥,yɛn˧˥ in˥,否,,,in˥,是,unresolved_symbol_or_digit,[],拟音,表情符号替换,你想多了，黑人的器大就是吹出来来的，不信可以去看看健美比赛那些黑人，感觉好小。各国大小都是12-14，但是中国人最硬，这也是中国人能在黑人头上种草，并且白皮女和东亚男人离婚率低的⭕因,你想多了，黑人的器大就是吹出来来的，不信可以去看看健美比赛那些黑人，感觉好小。各国大小都是12-14，但是中国人最硬，这也是中国人能在黑人头上种草，并且白皮女和东亚男人离婚率低的原因
toxicloakcn_homophone_keyword_000579#1:01,toxicloakcn_homophone_keyword_000579#1,sao货,sao货,sao货,sao huo4,骚货,骚货,sao1 huo4,sɑʊ˥ xuɔ˥˩,sɑʊ˥ xuɔ˥˩,否,,sɑʊ xuɔ˥˩,sɑʊ xuɔ˥˩,否,,[],拟音,语音符号替代,所以我劝如果男人脑子不太聪明分不清sao货和良女的话，那就自律一点，不要婚前性行为，也不要婚后嫖娼 这样百分百没有病,所以我劝如果男人脑子不太聪明分不清骚货和良女的话，那就自律一点，不要婚前性行为，也不要婚后嫖娼 这样百分百没有病
toxicloakcn_homophone_keyword_001591#1:01,toxicloakcn_homophone_keyword_001591#1,亩去,亩去,亩去,mu3 qu4,母蛆,母蛆,mu3 qu1,mu˨˩˦ tɕʰy˥,mu˨˩˦ tɕʰy˥,否,,mu˨˩˦ tɕʰy˥˩,mu˨˩˦ tɕʰy˥˩,否,,[],拟音,非词汇同音词,这下亩去help亩去了,这下母蛆help母蛆了
toxicloakcn_homophone_keyword_001866#1:01,toxicloakcn_homophone_keyword_001866#1,房通力量,房通力量,房通力量,fang2 tong1 li4 liang4,反同力量,反同力量,fan3 tong2 li4 liang4,fan˨˩˦ tʰʊŋ˧˥ li˥˩ liɑŋ˥˩,fan˨˩˦ tʰʊŋ˧˥ li˥˩ liɑŋ˥˩,否,,fɑŋ˧˥ tʰʊŋ˥ li˥˩ liɑŋ˥˩,fɑŋ˧˥ tʰʊŋ˥ li˥˩ liɑŋ˥˩,否,,[],拟音,非词汇同音词,君子和而不同，小人同而不和！团结一起房通力量，为人类创造美好的明天！,君子和而不同，小人同而不和！团结一起反同力量，为人类创造美好的明天！
toxicloakcn_homophone_keyword_000974#1:01,toxicloakcn_homophone_keyword_000974#1,这头募购,这头募购,这头募购,zhe4 tou2 mu4 gou4,这头母狗,这头母狗,zhe4 tou2 mu3 gou3,ʈʂɤ˥˩ tʰoʊ˧˥ mu˨˩˦ koʊ˨˩˦,ʈʂɤ˥˩ tʰoʊ˧˥ mu˨˩˦ koʊ˨˩˦,否,,ʈʂɤ˥˩ tʰoʊ˧˥ mu˥˩ koʊ˥˩,ʈʂɤ˥˩ tʰoʊ˧˥ mu˥˩ koʊ˥˩,否,,[],拟音,歧义同音词,杀了这头募购,杀了这头母狗
toxicloakcn_homophone_keyword_001728#1:01,toxicloakcn_homophone_keyword_001728#1,畒狗,畒狗,畒狗,mu3 gou3,母狗,母狗,mu3 gou3,mu˨˩˦ koʊ˨˩˦,mu˨˩˦ koʊ˨˩˦,否,,mu˨˩˦ koʊ˨˩˦,mu˨˩˦ koʊ˨˩˦,否,,[],拟音,非词汇同音词,9.9看畒狗破防超值,9.9看母狗破防超值
toxicloakcn_homophone_keyword_000407#1:01,toxicloakcn_homophone_keyword_000407#1,控通,控通,控通,kong4 tong1,恐同,恐同,kong3 tong2,kʰʊŋ˨˩˦ tʰʊŋ˧˥,kʰʊŋ˨˩˦ tʰʊŋ˧˥,否,,kʰʊŋ˥˩ tʰʊŋ˥,kʰʊŋ˥˩ tʰʊŋ˥,否,,[],拟音,非词汇同音词,所以控通就是犯罪这个文章就没有偏见?,所以恐同就是犯罪这个文章就没有偏见?
toxicloakcn_homophone_keyword_001980#1:01,toxicloakcn_homophone_keyword_001980#1,三飞,三飞,三飞,san1 fei1,三非,三非,san1 fei1,san˥ fei˥,san˥ fei˥,否,,san˥ fei˥,san˥ fei˥,否,,[],拟音,非词汇同音词,证件都没有，抓了也没用，你能怎么样？动手？还不是又接触到了法律，好好动动脑子。三飞没有触犯法律？亏你口口声声法律。关起来可以吧？让他们在外面犯罪？动动你组脑子。不想遣返才是真正的元因。,证件都没有，抓了也没用，你能怎么样？动手？还不是又接触到了法律，好好动动脑子。三非没有触犯法律？亏你口口声声法律。关起来可以吧？让他们在外面犯罪？动动你猪脑子。不想遣返才是真正的原因。
toxicloakcn_homophone_keyword_001980#1:02,toxicloakcn_homophone_keyword_001980#1,动动你组脑子,动动你组脑子,动动你组脑子,dong4 dong4 ni3 zu3 nao3 zi,动动你猪脑子,动动你猪脑子,dong4 dong4 ni3 zhu1 nao3 zi,tʊŋ˥˩ tʊŋ˥˩ ni˨˩˦ ʈʂu˥ nɑʊ˨˩˦ tsɹ̩,tʊŋ˥˩ tʊŋ˥˩ ni˨˩˦ ʈʂu˥ nɑʊ˨˩˦ tsɹ̩,否,,tʊŋ˥˩ tʊŋ˥˩ ni˨˩˦ tsu˨˩˦ nɑʊ˨˩˦ tsɹ̩,tʊŋ˥˩ tʊŋ˥˩ ni˨˩˦ tsu˨˩˦ nɑʊ˨˩˦ tsɹ̩,否,,[],拟音,非词汇同音词,证件都没有，抓了也没用，你能怎么样？动手？还不是又接触到了法律，好好动动脑子。三飞没有触犯法律？亏你口口声声法律。关起来可以吧？让他们在外面犯罪？动动你组脑子。不想遣返才是真正的元因。,证件都没有，抓了也没用，你能怎么样？动手？还不是又接触到了法律，好好动动脑子。三非没有触犯法律？亏你口口声声法律。关起来可以吧？让他们在外面犯罪？动动你猪脑子。不想遣返才是真正的原因。
toxicloakcn_homophone_keyword_001980#1:03,toxicloakcn_homophone_keyword_001980#1,元因,元因,元因,yuan2 yin1,原因,原因,yuan2 yin1,yɛn˧˥ in˥,yɛn˧˥ in˥,否,,yɛn˧˥ in˥,yɛn˧˥ in˥,否,,[],拟音,非词汇同音词,证件都没有，抓了也没用，你能怎么样？动手？还不是又接触到了法律，好好动动脑子。三飞没有触犯法律？亏你口口声声法律。关起来可以吧？让他们在外面犯罪？动动你组脑子。不想遣返才是真正的元因。,证件都没有，抓了也没用，你能怎么样？动手？还不是又接触到了法律，好好动动脑子。三非没有触犯法律？亏你口口声声法律。关起来可以吧？让他们在外面犯罪？动动你猪脑子。不想遣返才是真正的原因。
toxicloakcn_homophone_keyword_000558#1:01,toxicloakcn_homophone_keyword_000558#1,🐶,🐶,🐶,🐶,狗,狗,gou3,koʊ˨˩˦,koʊ˨˩˦,否,,,,是,unresolved_symbol_or_digit,[],拟音,歧义同音词,🐶要是以后我女儿这样我还真会，并且会反思自己为什么教出伞兵,狗要是以后我女儿这样我还真会，并且会反思自己为什么教出傻逼
toxicloakcn_homophone_keyword_000558#1:02,toxicloakcn_homophone_keyword_000558#1,伞兵,伞兵,伞兵,san3 bing1,傻逼,傻逼,sha3 bi1,ʂa˨˩˦ pi˥,ʂa˨˩˦ pi˥,否,,san˨˩˦ piŋ˥,san˨˩˦ piŋ˥,否,,[],拟音,歧义同音词,🐶要是以后我女儿这样我还真会，并且会反思自己为什么教出伞兵,狗要是以后我女儿这样我还真会，并且会反思自己为什么教出傻逼
toxicloakcn_homophone_keyword_001517#1:01,toxicloakcn_homophone_keyword_001517#1,燕女,燕女,燕女,yan4 nv3,厌女,厌女,yan4 nv3,jɛn˥˩ ny˨˩˦,jɛn˥˩ ny˨˩˦,否,,jɛn˥˩ ny˨˩˦,jɛn˥˩ ny˨˩˦,否,,[],拟音,非词汇同音词,我一直燕女但这样的话太直接了只要表现出自己一点燕女就会被女的集火攻击不管上到40多还是下到13~4的那种逮着你就咬一点人简乐趣都体验不到后来我就隐藏了起来比如搞妞妹儿的时候我什么也不表现后来我就又成了她们嘴里的老（渣）鼠（男）人呜呜呜呜呜,我一直厌女但这样的话太直接了只要表现出自己一点厌女就会被女的集火攻击不管上到40多还是下到13~4的那种逮着你就咬一点人简乐趣都体验不到后来我就隐藏了起来比如搞妞妹儿的时候我什么也不表现后来我就又成了她们嘴里的老（渣）鼠（男）人呜呜呜呜呜
toxicloakcn_homophone_keyword_001683#1:01,toxicloakcn_homophone_keyword_001683#1,无法狗同,无法狗同,无法狗同,wu2 fa3 gou3 tong2,无法苟同,无法苟同,wu2 fa3 gou3 tong2,u˧˥ fa˨˩˦ koʊ˨˩˦ tʰʊŋ˧˥,u˧˥ fa˨˩˦ koʊ˨˩˦ tʰʊŋ˧˥,否,,u˧˥ fa˨˩˦ koʊ˨˩˦ tʰʊŋ˧˥,u˧˥ fa˨˩˦ koʊ˨˩˦ tʰʊŋ˧˥,否,,[],拟音,非词汇同音词,非洲人真的无法狗同😲😲😲台湾人打死也不嫁，又穷又老色赔，日本人，台湾就学他们的。中东太乱，其他还好了。,非洲人真的无法苟同😲😲😲台湾人打死也不嫁，又穷又老色胚，日本人，台湾就学他们的。中东太乱，其他还好了。
toxicloakcn_homophone_keyword_001683#1:02,toxicloakcn_homophone_keyword_001683#1,老色赔,老色赔,老色赔,lao3 se4 pei2,老色胚,老色胚,lao3 se4 pei1,lɑʊ˨˩˦ sɤ˥˩ pʰei˥,lɑʊ˨˩˦ sɤ˥˩ pʰei˥,否,,lɑʊ˨˩˦ sɤ˥˩ pʰei˧˥,lɑʊ˨˩˦ sɤ˥˩ pʰei˧˥,否,,[],拟音,非词汇同音词,非洲人真的无法狗同😲😲😲台湾人打死也不嫁，又穷又老色赔，日本人，台湾就学他们的。中东太乱，其他还好了。,非洲人真的无法苟同😲😲😲台湾人打死也不嫁，又穷又老色胚，日本人，台湾就学他们的。中东太乱，其他还好了。
toxicloakcn_homophone_keyword_001063#1:01,toxicloakcn_homophone_keyword_001063#1,女全,女全,女全,nv3 quan2,女拳,女拳,nv3 quan2,ny˨˩˦ tɕʰyɛn˧˥,ny˨˩˦ tɕʰyɛn˧˥,否,,ny˨˩˦ tɕʰyɛn˧˥,ny˨˩˦ tɕʰyɛn˧˥,否,,[],拟音,歧义同音词,这人知名女全，散了吧，不用理,这人知名女拳，散了吧，不用理
toxicloakcn_homophone_keyword_001824#1:01,toxicloakcn_homophone_keyword_001824#1,双表,双表,双表,shuang1 biao3,双标,双标,shuang1 biao1,ʂuɑŋ˥ piɑʊ˥,ʂuɑŋ˥ piɑʊ˥,否,,ʂuɑŋ˥ piɑʊ˨˩˦,ʂuɑŋ˥ piɑʊ˨˩˦,否,,[],拟音,歧义同音词,老双表了，表面一套，暗地里又一套,老双标了，表面一套，暗地里又一套
toxicloakcn_homophone_keyword_000214#1:01,toxicloakcn_homophone_keyword_000214#1,主要元因,主要元因,主要元因,zhu3 yao4 yuan2 yin1,主要原因,主要原因,zhu3 yao4 yuan2 yin1,ʈʂu˨˩˦ jɑʊ˥˩ yɛn˧˥ in˥,ʈʂu˨˩˦ jɑʊ˥˩ yɛn˧˥ in˥,否,,ʈʂu˨˩˦ jɑʊ˥˩ yɛn˧˥ in˥,ʈʂu˨˩˦ jɑʊ˥˩ yɛn˧˥ in˥,否,,[],拟音,非词汇同音词,表面不说 确实南方普遍其实北方 主要元因是以前穷，大量的人口流动，尤其是河南安徽山东东北大量人口汇入南方，其次四川人也很多到处走的，现在少了 但以前很多的犯罪活动都是外来流入人口做的,表面不说 确实南方普遍其实北方 主要原因是以前穷，大量的人口流动，尤其是河南安徽山东东北大量人口汇入南方，其次四川人也很多到处走的，现在少了 但以前很多的犯罪活动都是外来流入人口做的
toxicloakcn_homophone_keyword_001237#1:01,toxicloakcn_homophone_keyword_001237#1,砸披,砸披,砸披,za2 pi1,杂皮,杂皮,za2 pi2,tsa˧˥ pʰi˧˥,tsa˧˥ pʰi˧˥,否,,tsa˧˥ pʰi˥,tsa˧˥ pʰi˥,否,,[],拟音,非词汇同音词,哟呵结果又放鸽子了？不要脸的砸披重大教务处有空理你这种别三？？？可能吗？！,哟呵结果又放鸽子了？不要脸的杂皮重大教务处有空理你这种瘪三？？？可能吗？！
toxicloakcn_homophone_keyword_001237#1:02,toxicloakcn_homophone_keyword_001237#1,别三,别三,别三,bie2 san1,瘪三,瘪三,bie1 san1,piɛ˥ san˥,piɛ˥ san˥,否,,piɛ˧˥ san˥,piɛ˧˥ san˥,否,,[],拟音,非词汇同音词,哟呵结果又放鸽子了？不要脸的砸披重大教务处有空理你这种别三？？？可能吗？！,哟呵结果又放鸽子了？不要脸的杂皮重大教务处有空理你这种瘪三？？？可能吗？！
toxicloakcn_homophone_keyword_002130#1:01,toxicloakcn_homophone_keyword_002130#1,满多,满多,满多,man3 duo1,蛮多,蛮多,man2 duo1,man˧˥ tuɔ˥,man˧˥ tuɔ˥,否,,man˨˩˦ tuɔ˥,man˨˩˦ tuɔ˥,否,,[],拟音,歧义同音词,我就是杭州本地人，确实本地人对新疆歧视满多的，但是这种歧视怎么说吧，就是口头讲讲，涉及到实际利益的时候影响其实不大,我就是杭州本地人，确实本地人对新疆歧视蛮多的，但是这种歧视怎么说吧，就是口头讲讲，涉及到实际利益的时候影响其实不大
toxicloakcn_emoji_keyword_002031#1:01,toxicloakcn_emoji_keyword_002031#1,⬇说,⬇说,⬇说,⬇ shuo1,瞎说,瞎说,xia1 shuo1,ɕia˥ ʂuɔ˥,ɕia˥ ʂuɔ˥,否,,,ʂuɔ˥,是,unresolved_symbol_or_digit,[],拟音,语音符号替代,春秋战国时期黑河南人是因为河南地区住的是殷商后羿并不是因为什么郑国和宋国弱小😞😞😞不知道就别⬇说按这个理论燕国啊 中山啊 韩国啊 就没怎么牛逼过还有什么陈国等一堆小国也没什么人黑。另外我觉得现在河南人被黑和口音有很大关系。。。,春秋战国时期黑河南人是因为河南地区住的是殷商后羿并不是因为什么郑国和宋国弱小😞😞😞不知道就别瞎说按这个理论燕国啊 中山啊 韩国啊 就没怎么牛逼过还有什么陈国等一堆小国也没什么人黑。另外我觉得现在河南人被黑和口音有很大关系。。。
